chr	region_start	region_end	phenotype_id
chr12	107778366	109777366	ENSG00000084112.14_13
chr11	66584078	68582286	ENSG00000084207.15_6
chr11	129068289	131068125	ENSG00000084234.16_11
chr1	31222546	33220908	ENSG00000084623.11_9
chr1	30652434	32651632	ENSG00000084636.17_60
chr2	26497566	28496030	ENSG00000084734.8_6
chr2	26217707	28217088	ENSG00000084774.13_38
chr11	32704150	34702657	ENSG00000085063.14_3
chr11	43568140	45563701	ENSG00000085117.11_15
chr9	133905896	135904896	ENSG00000085265.10_3
chr6	104277814	106276260	ENSG00000085377.13_11
chr6	159992042	161991668	ENSG00000085511.19_19
chr7	99367992	101367359	ENSG00000085514.15_1
chr8	85514638	87513646	ENSG00000085719.12_5
chr16	14060875	16059332	ENSG00000085721.12_8
chr11	69398531	71398327	ENSG00000085733.15_12
chr11	75190556	77184395	ENSG00000085741.12_5
chr2	54238495	56235859	ENSG00000085760.14_3
chr8	37225801	39224392	ENSG00000085788.13_8
chr1	50354664	52352516	ENSG00000085832.16_11
chr4	138667465	140665693	ENSG00000085871.8_4
chr2	232211710	234209248	ENSG00000085978.21_6
chr2	232475755	234475300	ENSG00000085982.13_29
chr1	44787956	46784635	ENSG00000086015.20_7
chr9	32104282	34102723	ENSG00000086062.12_5
chr5	61387296	63384743	ENSG00000086189.9_3
chr7	5022357	7022013	ENSG00000086232.12_8
chr7	36684060	38682899	ENSG00000086289.11_3
chr16	33802	1365330	ENSG00000086504.15_8
chr5	150504862	152503421	ENSG00000086570.12_11
chr1	235215583	237214855	ENSG00000086619.13_6
chr7	73247357	75153711	ENSG00000086730.16_3
chr4	7366337	9154772	ENSG00000087008.15_19
chr19	47872440	49872190	ENSG00000087074.7_1
chr19	47813055	49812826	ENSG00000087076.8_5
chr7	99868935	101867008	ENSG00000087077.13_2
chr19	47965513	49965238	ENSG00000087086.14_3
chr7	99875234	101874679	ENSG00000087087.18_4
chr19	47960792	49954658	ENSG00000087088.19_3
chr17	27554293	29549543	ENSG00000087111.20_9
chr5	178111967	180110838	ENSG00000087116.14_11
chr17	77379117	79378228	ENSG00000087157.18_6
chr17	62827451	64816682	ENSG00000087191.12_5
chr5	175909229	177901865	ENSG00000087206.16_12
chr16	54390018	56387515	ENSG00000087245.12_12
chr16	55589168	57588868	ENSG00000087250.8_2
chr4	1794352	3792754	ENSG00000087266.15_23
chr4	1854466	3843844	ENSG00000087274.16_22
chr12	26780226	28779459	ENSG00000087448.9_4
chr20	57840155	59838435	ENSG00000087460.24_12
chr12	31679610	33679070	ENSG00000087470.17_20
chr20	58578482	60575827	ENSG00000087495.16_6
chr20	55369826	57367633	ENSG00000087586.17_3
chr11	76821776	78821025	ENSG00000087884.14_5
chr19	4995915	6993149	ENSG00000087903.12_9
chr17	61424958	63419110	ENSG00000087995.15_9
chr2	118759642	120759598	ENSG00000088179.8_16
chr19	5413405	7413249	ENSG00000088247.17_7
chr19	2094593	4094112	ENSG00000088256.8_8
chr20	35093453	37089312	ENSG00000088367.21_13
chr13	97793553	99791170	ENSG00000088387.18_61
chr13	109878817	111878120	ENSG00000088448.14_10
chr3	49559029	51557249	ENSG00000088543.14_7
chr16	56450131	58447269	ENSG00000088682.13_6
chr3	46229257	48227019	ENSG00000088727.12_4
chr20	5007430	7005492	ENSG00000088766.11_6
chr20	443921	2441795	ENSG00000088833.17_1
chr20	2227757	4227383	ENSG00000088836.12_13
chr12	119470555	121469533	ENSG00000088986.10_5
chr12	116041976	118038274	ENSG00000088992.17_5
chr20	16941937	18941569	ENSG00000089006.16_3
chr20	629302	2629057	ENSG00000089012.14_4
chr20	4068477	6067341	ENSG00000089063.14_3
chr12	111906952	113906755	ENSG00000089127.12_7
chr12	119196807	121195634	ENSG00000089157.15_6
chr16	30181038	32126644	ENSG00000089280.18_7
chr19	34157566	36152793	ENSG00000089327.14_7
chr19	33681516	35677449	ENSG00000089335.20_3
chr19	33994969	35994474	ENSG00000089351.14_4
chr19	34116009	36114892	ENSG00000089356.18_6
chr16	3510901	5510586	ENSG00000089486.16_2
chr11	61629851	63606176	ENSG00000089597.16_2
chr19	18629543	20629328	ENSG00000089639.10_19
chr12	5748618	7747588	ENSG00000089693.10_10
chr12	7088459	9076574	ENSG00000089818.17_6
chr19	39593101	41592758	ENSG00000090006.17_32
chr9	91001449	92999845	ENSG00000090054.13_8
chr14	95501520	97500370	ENSG00000090060.17_22
chr3	50958651	52957173	ENSG00000090097.21_4
chr16	29092444	31092015	ENSG00000090238.11_2
chr7	140002641	142002308	ENSG00000090263.15_5
chr7	139692092	141690571	ENSG00000090266.12_3
chr1	25901918	27899870	ENSG00000090273.13_9
chr4	293860	2289418	ENSG00000090316.15_11
chr19	45720898	47717736	ENSG00000090372.14_16
chr12	68348631	70348180	ENSG00000090382.6_2
chr3	185571748	187566799	ENSG00000090520.11_2
chr3	183380860	185379914	ENSG00000090539.15_17
chr19	48475068	50470219	ENSG00000090554.12_3
chr16	27622	1425550	ENSG00000090565.15_7
chr16	352065	2337259	ENSG00000090581.9_3
chr12	131769720	133261767	ENSG00000090615.14_5
chr19	7206779	9206449	ENSG00000090661.11_8
chr1	20678823	22677526	ENSG00000090686.15_15
chr19	38414599	40412258	ENSG00000090924.14_15
chr7	75465064	77461641	ENSG00000091073.19_18
chr7	106924125	108921956	ENSG00000091136.13_20
chr7	106662245	108660582	ENSG00000091137.11_13
chr7	106891953	108890872	ENSG00000091140.13_4
chr2	171429531	173427197	ENSG00000091409.14_22
chr2	171735434	173734623	ENSG00000091428.17_13
chr2	172077720	174074440	ENSG00000091436.16_14
chr17	17109405	19020875	ENSG00000091536.16_67
chr17	65212088	67207073	ENSG00000091583.10_9
chr17	4500104	6499132	ENSG00000091592.15_10
chr17	3959615	5958974	ENSG00000091640.7_3
chr17	43011632	45010860	ENSG00000091947.9_5
chr3	111604007	113596175	ENSG00000091986.15_9
chr14	34085743	36085118	ENSG00000092020.10_4
chr14	21946316	23946108	ENSG00000092036.18_4
chr14	22413095	24412385	ENSG00000092054.12_9
chr14	19880150	21441659	ENSG00000092094.10_5
chr14	22348733	24345915	ENSG00000092096.16_8
chr14	29622795	31621461	ENSG00000092108.20_2
chr14	29559140	31554353	ENSG00000092140.14_7
chr14	30101674	32098801	ENSG00000092148.12_35
chr14	20209432	22208225	ENSG00000092199.17_3
chr15	41491616	43490966	ENSG00000092531.9_10
chr1	117883775	119882954	ENSG00000092607.13_9
chr1	118648728	120154179	ENSG00000092621.11_9
chr20	61816643	63816063	ENSG00000092758.15_15
chr12	55159083	57151973	ENSG00000092841.18_8
chr22	44163962	46163368	ENSG00000093000.18_4
chr22	18944023	20940126	ENSG00000093010.13_5
chr3	36054184	38052259	ENSG00000093167.17_26
chr3	41548267	43546308	ENSG00000093183.13_13
chr12	52307609	54304624	ENSG00000094914.12_9
chr1	170185243	172184815	ENSG00000094963.13_2
chr19	11676834	13674027	ENSG00000095059.15_10
chr19	11766305	13761426	ENSG00000095066.11_4
chr9	108172371	110171697	ENSG00000095203.14_24
chr9	121370602	123370050	ENSG00000095303.14_5
chr9	97058320	99056648	ENSG00000095380.10_1
chr10	99237284	101231939	ENSG00000095485.16_8
chr10	95192939	97191592	ENSG00000095585.16_9
chr10	94311804	96311705	ENSG00000095637.21_31
chr10	27535730	29532233	ENSG00000095787.21_4
chr16	783727	2781685	ENSG00000095906.16_6
chr6	51362661	53361513	ENSG00000096093.15_18
chr6	43253526	45238546	ENSG00000096384.19_2
chr6	32620389	34620190	ENSG00000096433.10_51
chr6	6541650	8541271	ENSG00000096696.13_23
chr19	17059126	19058228	ENSG00000096996.15_18
chr9	129714675	131713780	ENSG00000097007.17_2
chr1	85705389	87704115	ENSG00000097033.14_10
chr19	9832993	11831956	ENSG00000099203.6_3
chr10	113431176	115430903	ENSG00000099204.18_21
chr10	32177937	34176628	ENSG00000099250.17_15
chr10	68451672	70451241	ENSG00000099282.9_9
chr10	49067936	51062588	ENSG00000099290.15_27
chr19	16226612	18226053	ENSG00000099330.8_4
chr19	16075788	18075765	ENSG00000099331.13_3
chr16	29834364	31831527	ENSG00000099385.11_6
chr19	7445470	9444404	ENSG00000099783.11_10
chr19	7413463	9413048	ENSG00000099785.10_6
chr19	13517498	15517012	ENSG00000099797.13_16
chr19	226776	1531513	ENSG00000099804.8_5
chr9	20802672	22802376	ENSG00000099810.18_11
chr19	226776	2085348	ENSG00000099817.11_2
chr19	226776	1616645	ENSG00000099821.13_13
chr11	179626	1616562	ENSG00000099834.18_15
chr11	196944	1559798	ENSG00000099849.14_4
chr19	1476433	3475636	ENSG00000099860.8_2
chr19	226776	1708295	ENSG00000099864.17_3
chr19	1037552	3036519	ENSG00000099875.14_13
chr22	18970080	20969503	ENSG00000099889.13_22
chr22	19112134	21110937	ENSG00000099899.14_10
chr22	19496375	21488524	ENSG00000099917.17_13
chr22	19859464	21858180	ENSG00000099940.11_6
chr22	19918279	21916481	ENSG00000099942.12_2
chr22	19982173	21980728	ENSG00000099949.18_7
chr22	22787003	24786872	ENSG00000099956.18_8
chr22	20029448	22028389	ENSG00000099960.12_6
chr22	16629863	18625245	ENSG00000099968.17_8
chr22	22972761	24971060	ENSG00000099977.13_5
chr22	23011425	25010223	ENSG00000099991.17_2
chr22	23220704	25219092	ENSG00000099998.17_12
chr22	23271352	25270793	ENSG00000100014.19_16
chr22	23494632	25493418	ENSG00000100024.14_3
chr22	23555593	25554783	ENSG00000100028.11_4
chr22	17913186	19912552	ENSG00000100033.16_4
chr22	36282072	38281961	ENSG00000100055.20_8
chr22	36469105	38468508	ENSG00000100060.17_11
chr22	36675973	38674806	ENSG00000100097.11_5
chr22	25445178	27443247	ENSG00000100099.20_14
chr22	30281733	32281359	ENSG00000100100.12_5
chr22	30327286	32325362	ENSG00000100105.17_5
chr22	36697388	38696519	ENSG00000100106.19_25
chr22	36808021	38806991	ENSG00000100116.16_2
chr22	21644544	23643868	ENSG00000100121.12_6
chr22	36831903	38829377	ENSG00000100124.14_7
chr22	36848978	38848113	ENSG00000100129.17_4
chr22	40674864	42673755	ENSG00000100138.13_4
chr22	30754693	32753802	ENSG00000100150.16_23
chr22	37057216	39054673	ENSG00000100151.15_6
chr22	41152004	43126421	ENSG00000100197.20_4
chr22	37483520	39482993	ENSG00000100201.20_9
chr22	27743025	29741273	ENSG00000100209.9_5
chr22	27795907	29794440	ENSG00000100219.16_4
chr22	31478778	33473713	ENSG00000100225.17_2
chr22	37706066	39702839	ENSG00000100226.15_3
chr22	41584888	43582761	ENSG00000100227.17_4
chr22	22145518	24144314	ENSG00000100228.12_5
chr22	49343435	50798635	ENSG00000100239.15_17
chr22	49445015	50798635	ENSG00000100241.20_29
chr22	37738129	39731288	ENSG00000100242.15_5
chr22	41619761	43617742	ENSG00000100243.20_2
chr22	37779470	39776193	ENSG00000100246.12_3
chr22	49503255	50798635	ENSG00000100258.17_5
chr22	28261025	30259703	ENSG00000100263.13_4
chr22	41836287	43834263	ENSG00000100266.18_16
chr22	28332356	30327286	ENSG00000100280.16_23
chr22	49579823	50798635	ENSG00000100288.19_10
chr22	42132217	44131965	ENSG00000100294.12_3
chr22	28506409	30505605	ENSG00000100296.13_11
chr22	38099004	40096796	ENSG00000100298.15_5
chr22	49623586	50798635	ENSG00000100299.17_7
chr22	42151663	44151233	ENSG00000100300.17_3
chr22	42167302	44166565	ENSG00000100304.12_2
chr22	38121398	40111278	ENSG00000100307.12_3
chr22	38314407	40312675	ENSG00000100316.15_9
chr22	38350364	40349177	ENSG00000100321.14_7
chr22	28789125	30787467	ENSG00000100325.14_6
chr22	35256248	37252642	ENSG00000100342.20_4
chr22	35469225	37462059	ENSG00000100348.9_4
chr22	35511205	37510682	ENSG00000100353.17_11
chr22	39371006	41366519	ENSG00000100359.20_3
chr22	35769058	37756922	ENSG00000100360.14_8
chr22	44190642	46190213	ENSG00000100364.18_9
chr22	35861725	37859318	ENSG00000100365.14_2
chr22	44309059	46308779	ENSG00000100376.11_10
chr22	40096796	42090719	ENSG00000100393.12_12
chr22	40247462	42245452	ENSG00000100401.19_3
chr22	40469413	42469005	ENSG00000100412.15_7
chr22	45331299	47330339	ENSG00000100416.12_12
chr22	40577606	42576312	ENSG00000100417.11_2
chr22	48773390	50772964	ENSG00000100425.18_4
chr22	49060910	50798635	ENSG00000100427.15_9
chr14	21598547	23597210	ENSG00000100439.10_5
chr14	23439788	25437127	ENSG00000100445.17_4
chr14	23636648	25630918	ENSG00000100453.12_5
chr14	21893343	23893061	ENSG00000100461.17_11
chr14	49720031	51719170	ENSG00000100503.23_35
chr14	49860905	51857636	ENSG00000100504.16_19
chr14	52036827	54036228	ENSG00000100523.14_15
chr14	53423614	55423097	ENSG00000100528.11_6
chr14	66582210	68581855	ENSG00000100564.8_4
chr14	66648953	68646800	ENSG00000100568.10_2
chr14	57409547	59407953	ENSG00000100575.13_3
chr14	76320885	78320870	ENSG00000100577.18_7
chr14	57428204	59426929	ENSG00000100578.14_39
chr14	76506061	78505841	ENSG00000100596.6_6
chr14	91514622	93512481	ENSG00000100599.15_6
chr14	91704163	93703480	ENSG00000100600.14_4
chr14	76718117	78716748	ENSG00000100603.13_11
chr14	91924021	93922946	ENSG00000100604.12_6
chr14	59144418	61140375	ENSG00000100612.13_3
chr14	59245906	61245657	ENSG00000100614.17_8
chr14	92934209	94934118	ENSG00000100628.11_9
chr14	60696248	62694967	ENSG00000100644.16_17
chr14	68727184	70724706	ENSG00000100650.15_3
chr14	94086553	96086183	ENSG00000100697.14_4
chr14	102722401	104715514	ENSG00000100711.13_3
chr14	87563667	89562346	ENSG00000100722.18_16
chr16	493357	2487169	ENSG00000100726.14_18
chr14	72237786	74237333	ENSG00000100767.15_19
chr14	22018537	24015888	ENSG00000100804.18_4
chr14	19880150	21311336	ENSG00000100814.17_12
chr14	22321683	24318382	ENSG00000100836.10_4
chr14	22356486	24356327	ENSG00000100842.12_2
chr14	101341651	103339882	ENSG00000100865.14_6
chr14	33982750	35980496	ENSG00000100883.11_17
chr14	23094686	25093835	ENSG00000100889.11_11
chr14	34122089	36121686	ENSG00000100890.15_5
chr14	34279399	36277911	ENSG00000100902.10_8
chr14	34401834	36399626	ENSG00000100906.10_4
chr14	23143377	25143253	ENSG00000100911.15_4
chr14	23266107	25264879	ENSG00000100949.14_7
chr14	23365968	25364448	ENSG00000100968.13_12
chr20	44898696	46898450	ENSG00000100979.14_6
chr20	45012097	47008524	ENSG00000100985.7_4
chr20	34006836	35998741	ENSG00000100991.11_9
chr20	24296559	26294555	ENSG00000100997.18_17
chr20	34172489	36172015	ENSG00000101000.5_4
chr20	45119397	47117076	ENSG00000101017.13_6
chr20	34303394	36295288	ENSG00000101019.21_6
chr20	42667235	44666432	ENSG00000101057.15_3
chr20	35655095	37648957	ENSG00000101079.20_17
chr20	35605750	37605353	ENSG00000101084.17_3
chr20	43910722	45909845	ENSG00000101104.12_12
chr20	62865328	64321603	ENSG00000101150.17_4
chr20	57996074	59995040	ENSG00000101160.13_5
chr20	61642550	63641777	ENSG00000101187.15_10
chr20	61842306	63840555	ENSG00000101190.12_3
chr20	61879349	63872956	ENSG00000101191.16_2
chr20	61938134	63937933	ENSG00000101193.7_2
chr20	61952908	63952485	ENSG00000101194.17_2
chr20	62243207	64240599	ENSG00000101198.14_9
chr20	62273292	64272477	ENSG00000101199.12_10
chr20	2786974	4786700	ENSG00000101224.17_7
chr20	12222296	14221535	ENSG00000101230.5_3
chr20	62698759	64331516	ENSG00000101246.19_10
chr20	12784976	14784764	ENSG00000101247.17_5
chr20	80457	1361543	ENSG00000101255.10_4
chr20	31225258	32511900	ENSG00000101294.16_14
chr20	564270	2563316	ENSG00000101307.15_5
chr20	31225258	33009454	ENSG00000101331.15_8
chr20	8070019	10067958	ENSG00000101333.16_42
chr20	35544459	37540018	ENSG00000101335.9_3
chr20	31225258	33109389	ENSG00000101337.15_19
chr20	35890962	37889682	ENSG00000101347.8_3
chr20	1653122	3651777	ENSG00000101361.16_11
chr20	36295288	38286018	ENSG00000101363.12_2
chr20	1658523	3658395	ENSG00000101365.20_12
chr20	32360478	34352514	ENSG00000101391.20_4
chr20	37007920	38981491	ENSG00000101407.12_6
chr20	33551545	35545280	ENSG00000101460.12_2
chr20	33570128	35560245	ENSG00000101464.10_10
chr20	44842008	46841409	ENSG00000101473.16_6
chr20	23963827	25962234	ENSG00000101474.11_3
chr18	75358682	77357511	ENSG00000101493.10_7
chr18	79038349	80259190	ENSG00000101546.12_4
chr18	49625	1158324	ENSG00000101557.14_6
chr18	8914003	10913665	ENSG00000101558.13_9
chr18	1538601	3534177	ENSG00000101574.14_8
chr18	1656103	3655496	ENSG00000101596.14_21
chr18	2068174	4066620	ENSG00000101605.12_21
chr18	2254509	4247231	ENSG00000101608.12_2
chr18	11992266	13989971	ENSG00000101639.18_41
chr18	48561565	50560673	ENSG00000101670.11_4
chr18	53269632	55269159	ENSG00000101751.10_9
chr18	22452891	24450636	ENSG00000101782.14_7
chr13	45342825	47341969	ENSG00000102445.18_18
chr13	48250251	50246102	ENSG00000102543.14_4
chr13	48312146	50307304	ENSG00000102547.18_15
chr13	72054980	74054892	ENSG00000102554.13_6
chr13	97453578	99445031	ENSG00000102572.14_13
chr13	94801674	96800430	ENSG00000102595.19_10
chr13	36020950	38008811	ENSG00000102710.19_28
chr13	39729636	41729022	ENSG00000102738.7_7
chr13	50768646	52767410	ENSG00000102796.10_3
chr13	43432790	45432138	ENSG00000102804.14_8
chr16	66165993	68163267	ENSG00000102878.16_8
chr16	29115681	31113086	ENSG00000102882.11_11
chr16	29105636	31102913	ENSG00000102886.14_7
chr16	19900547	21825982	ENSG00000102897.9_6
chr16	55730951	57728489	ENSG00000102900.12_26
chr16	66658099	68656688	ENSG00000102977.13_9
chr16	56999695	58999333	ENSG00000103005.11_5
chr16	57463667	59462745	ENSG00000103034.14_26
chr16	73297123	75295582	ENSG00000103035.10_2
chr16	69480741	71479131	ENSG00000103051.18_5
chr16	67246328	69244987	ENSG00000103066.12_2
chr16	73874160	75870814	ENSG00000103091.14_18
chr16	79966664	81966415	ENSG00000103121.8_7
chr16	2023119	4021928	ENSG00000103145.10_2
chr16	82899296	84898541	ENSG00000103150.5_5
chr16	82969029	84968462	ENSG00000103154.9_12
chr16	83177919	85177767	ENSG00000103168.16_2
chr16	4024907	6024733	ENSG00000103174.11_9
chr16	83700584	85699966	ENSG00000103194.15_9
chr16	83820368	85818194	ENSG00000103196.11_2
chr16	1048009	3047294	ENSG00000103197.16_29
chr16	33802	1396428	ENSG00000103202.12_4
chr16	27622	1852888	ENSG00000103227.18_6
chr16	27622	1729694	ENSG00000103245.13_8
chr16	85530362	87529306	ENSG00000103248.18_4
chr16	33802	1726189	ENSG00000103253.17_6
chr16	9744910	11742652	ENSG00000103274.10_4
chr16	309567	2308759	ENSG00000103275.19_4
chr16	20238957	22238233	ENSG00000103316.10_9
chr16	87716028	89714264	ENSG00000103335.21_25
chr16	2501146	4500618	ENSG00000103351.12_10
chr16	1772158	3768533	ENSG00000103363.14_3
chr16	11660553	13659527	ENSG00000103381.11_3
chr16	3475154	5474002	ENSG00000103415.11_3
chr16	13632859	15632436	ENSG00000103429.10_4
chr16	28713047	30677091	ENSG00000103485.17_2
chr16	52598438	54598100	ENSG00000103494.12_22
chr16	30033260	32024939	ENSG00000103496.14_8
chr16	28859275	30857164	ENSG00000103502.13_5
chr16	30119980	32024939	ENSG00000103510.19_4
chr16	26402277	28368122	ENSG00000103522.15_2
chr16	18168238	20167847	ENSG00000103528.16_9
chr16	18556816	20554493	ENSG00000103544.14_30
chr16	18759863	20701840	ENSG00000103550.13_4
chr15	63387890	65384388	ENSG00000103671.9_10
chr15	64053681	66053062	ENSG00000103710.10_3
chr15	81660151	83659238	ENSG00000103723.12_22
chr15	77921418	79920707	ENSG00000103811.15_4
chr15	98136410	100135955	ENSG00000103852.12_17
chr15	72684309	74682446	ENSG00000103855.17_10
chr15	79153112	81150704	ENSG00000103876.11_10
chr15	41210830	43210104	ENSG00000103978.15_16
chr15	48621160	50620912	ENSG00000104047.14_6
chr15	42234846	44229936	ENSG00000104055.15_9
chr15	43537151	45535145	ENSG00000104131.12_6
chr8	26285055	28284251	ENSG00000104228.12_4
chr8	80701480	82699146	ENSG00000104231.10_5
chr8	88757754	90756088	ENSG00000104312.7_3
chr8	88933674	90932237	ENSG00000104320.13_9
chr8	95645618	97644738	ENSG00000104324.15_12
chr8	89001864	91000222	ENSG00000104325.6_6
chr8	55959523	57951878	ENSG00000104331.8_4
chr8	72781481	74779402	ENSG00000104343.19_4
chr8	97191408	99189171	ENSG00000104361.9_14
chr8	59517696	61516474	ENSG00000104388.14_5
chr8	107202064	109200947	ENSG00000104408.9_12
chr8	132192005	134188825	ENSG00000104415.13_4
chr8	100687031	102686161	ENSG00000104490.17_14
chr8	101253952	103252665	ENSG00000104517.12_55
chr8	142554042	144552963	ENSG00000104518.10_11
chr8	142612823	144611963	ENSG00000104522.15_7
chr8	142579724	144578315	ENSG00000104529.17_10
chr8	18817191	20816896	ENSG00000104613.11_4
chr8	22270545	24270074	ENSG00000104679.10_11
chr8	29735451	31731313	ENSG00000104691.14_5
chr8	29776178	31774441	ENSG00000104695.12_9
chr8	14417455	16416852	ENSG00000104723.20_14
chr16	86696551	88696098	ENSG00000104731.13_13
chr8	17056591	19054320	ENSG00000104763.18_9
chr8	25382921	27381741	ENSG00000104765.15_9
chr19	11646591	13645411	ENSG00000104774.12_22
chr19	42766786	44764001	ENSG00000104783.11_2
chr19	47900226	49899756	ENSG00000104805.15_11
chr19	47968165	49968043	ENSG00000104812.14_7
chr19	37837010	39835912	ENSG00000104824.16_7
chr19	48015987	50015974	ENSG00000104826.12_1
chr19	37915533	39914180	ENSG00000104835.14_18
chr19	48085889	50084837	ENSG00000104852.14_2
chr19	43954922	45953506	ENSG00000104853.15_2
