Enseml.Gene.Id	Enseml.Prot.Id	UniProt.Id
ENSG00000116062.18	ENSP00000234420.5	P52701
ENSG00000116176.7	ENSP00000234798.4	
ENSG00000116199.12	ENSP00000263733.4	O75063
ENSG00000116254.18	ENSP00000262450.3	Q8TDI0
ENSG00000116747.13	ENSP00000383752.2	P10155
ENSG00000116771.6	ENSP00000364986.3	Q9BSE5
ENSG00000116819.9	ENSP00000362332.3	Q6VUC0
ENSG00000116824.5	ENSP00000358490.3	P06729
ENSG00000116874.12	ENSP00000235521.4	Q9UGM6
ENSG00000116882.15	ENSP00000316339.3	Q9NYQ3
ENSG00000116918.15	ENSP00000355599.3	Q99598
ENSG00000117000.9	ENSP00000361857.4	Q13129
ENSG00000117036.12	ENSP00000357175.4	P41162
ENSG00000117215.15	ENSP00000364246.3	Q9UNK4
ENSG00000117399.14	ENSP00000308450.5	Q12834
ENSG00000117425.14	ENSP00000361266.3	Q9Y6C5
ENSG00000117461.15	ENSP00000262741.5	Q92569
ENSG00000117650.13	ENSP00000355966.4	P51955
ENSG00000117707.16	ENSP00000355925.4	Q92786
ENSG00000118058.24	ENSP00000436786.2	Q03164
ENSG00000118137.10	ENSP00000236850.3	P02647
ENSG00000118156.13	ENSP00000375770.3	Q9H0D2
ENSG00000118193.12	ENSP00000356319.4	Q15058
ENSG00000118242.16	ENSP00000263268.6	Q8N565
ENSG00000118263.15	ENSP00000309570.6	O75840
ENSG00000118307.20	ENSP00000379310.3	Q6TDU7
ENSG00000118369.13	ENSP00000431876.1	Q9P2H5
ENSG00000118508.5	ENSP00000356465.3	Q13637
ENSG00000118514.14	ENSP00000265605.2	Q9H2A2
ENSG00000118520.15	ENSP00000357066.3	P05089
ENSG00000118579.13	ENSP00000237380.6	Q9H204
ENSG00000118690.13	ENSP00000376417.4	Q8NEN0
ENSG00000130558.20	ENSP00000360858.3	Q99784
ENSG00000118873.17	ENSP00000351832.2	Q9H2M9
ENSG00000118946.12	ENSP00000367151.3	O14917
ENSG00000119147.10	ENSP00000238044.3	Q9H1Z8
ENSG00000119314.16	ENSP00000363375.1	O95758
ENSG00000119402.18	ENSP00000476369.1	Q9UKT8
ENSG00000119559.17	ENSP00000468688.2	Q9UFG5
ENSG00000119681.12	ENSP00000261978.4	Q14767
ENSG00000119711.13	ENSP00000450436.1	Q02252
ENSG00000119715.15	ENSP00000493776.1	
ENSG00000119862.13	ENSP00000238875.4	Q3ZCW2
ENSG00000119888.11	ENSP00000263735.4	P16422
ENSG00000119906.13	ENSP00000238961.3	Q8IX21
ENSG00000119986.7	ENSP00000359660.3	Q5T686
ENSG00000120063.10	ENSP00000400717.2	Q14344
ENSG00000120137.7	ENSP00000239231.6	Q9H999
ENSG00000120217.14	ENSP00000370989.3	Q9NZQ7
ENSG00000120332.17	ENSP00000239462.4	Q9UQP3
ENSG00000120471.16	ENSP00000432743.1	Q9HCN2
ENSG00000120656.14	ENSP00000362930.4	Q16514
ENSG00000120658.14	ENSP00000509229.1	Q8TC92
ENSG00000120709.11	ENSP00000239906.5	Q9NYF3
ENSG00000120907.18	ENSP00000369947.3	P35348
ENSG00000120925.16	ENSP00000434797.1	Q96K19
ENSG00000120942.14	ENSP00000366006.5	Q9Y5Z9
ENSG00000120949.15	ENSP00000263932.2	P28908
ENSG00000121039.10	ENSP00000240285.5	Q8IZV5
ENSG00000121053.6	ENSP00000225371.5	P11678
ENSG00000121058.5	ENSP00000240316.4	P38432
ENSG00000121410.12	ENSP00000263100.2	P04217
ENSG00000121481.11	ENSP00000356480.3	Q99496
ENSG00000121542.12	ENSP00000417972.1	Q96IW7
ENSG00000121594.12	ENSP00000264246.3	P33681
ENSG00000121621.7	ENSP00000263181.6	Q8NI77
ENSG00000121903.15	ENSP00000507139.1	P17040
ENSG00000121989.15	ENSP00000241416.7	P27037
ENSG00000122435.11	ENSP00000359160.2	Q9NUP7
ENSG00000122547.11	ENSP00000242108.4	Q7L9B9
ENSG00000122694.16	ENSP00000367196.4	Q9H4G4
ENSG00000122735.16	ENSP00000242317.4	Q9UI46
ENSG00000122778.10	ENSP00000416040.2	Q9HCM3
ENSG00000122787.15	ENSP00000242375.3	P51857
ENSG00000122870.12	ENSP00000362993.3	Q9H694
ENSG00000122952.17	ENSP00000363055.3	O95229
ENSG00000123091.5	ENSP00000242719.3	Q9Y3C5
ENSG00000123095.6	ENSP00000242728.4	Q9C0J9
ENSG00000123096.12	ENSP00000242729.2	Q14714
ENSG00000123119.12	ENSP00000387380.2	Q8N987
ENSG00000123191.16	ENSP00000242839.5	P35670
ENSG00000123485.12	ENSP00000414109.1	Q8NCD3
ENSG00000123505.19	ENSP00000357880.3	P17707
ENSG00000123609.11	ENSP00000243346.5	Q13287
ENSG00000123612.16	ENSP00000243349.7	Q8NER5
ENSG00000123636.19	ENSP00000376534.2	Q9UIF8
ENSG00000123838.11	ENSP00000356037.3	P04003
ENSG00000123901.9	ENSP00000243673.2	Q9NYM4
ENSG00000124116.19	ENSP00000243938.4	Q8IUB2
ENSG00000124120.11	ENSP00000262605.4	Q9BTX7
ENSG00000124205.18	ENSP00000337128.2	P14138
ENSG00000124383.10	ENSP00000244230.2	O00566
ENSG00000124466.9	ENSP00000244333.2	O95274
ENSG00000124469.12	ENSP00000244336.5	P31997
ENSG00000124496.13	ENSP00000512293.1	Q96PN7
ENSG00000124731.13	ENSP00000244709.3	Q9NP99
ENSG00000124813.23	ENSP00000495497.1	Q13950
ENSG00000124920.14	ENSP00000278836.4	Q9Y2G1
ENSG00000153558.16	ENSP00000417601.1	Q9UKC9
ENSG00000125124.14	ENSP00000245157.5	
ENSG00000125266.8	ENSP00000493716.1	P52799
ENSG00000125319.15	ENSP00000466618.1	Q8N3J3
ENSG00000125337.21	ENSP00000496229.1	Q9UIL4
ENSG00000125414.19	ENSP00000245503.5	Q9UKX2
ENSG00000125434.11	ENSP00000464231.1	Q3KQZ1
ENSG00000125445.11	ENSP00000245539.6	Q9Y2R9
ENSG00000125498.20	ENSP00000336769.5	
ENSG00000125520.14	ENSP00000266077.2	Q9NR83
ENSG00000125571.10	ENSP00000263326.3	Q9NZH6
ENSG00000125726.11	ENSP00000245903.2	P32970
ENSG00000125741.6	ENSP00000263275.4	Q9H6K4
ENSG00000126233.2	ENSP00000246515.1	P55000
ENSG00000126337.14	ENSP00000329165.6	O76013
ENSG00000126368.6	ENSP00000246672.3	P20393
ENSG00000126583.12	ENSP00000263431.3	P05129
ENSG00000126778.12	ENSP00000494686.1	Q15475
ENSG00000127083.8	ENSP00000364700.4	Q99983
ENSG00000127152.18	ENSP00000349723.3	Q9C0K0
ENSG00000127252.7	ENSP00000264735.4	Q9HDD0
ENSG00000127311.10	ENSP00000247815.5	Q8NG08
ENSG00000205857.2	ENSP00000371553.1	Q7Z5D8
ENSG00000127561.16	ENSP00000248121.2	O43761
ENSG00000127588.5	ENSP00000248150.4	Q9P2W3
ENSG00000127804.13	ENSP00000263092.5	Q86W50
ENSG00000127831.11	ENSP00000248444.5	P09327
ENSG00000127837.10	ENSP00000248450.4	Q13685
ENSG00000127884.5	ENSP00000357535.3	P30084
ENSG00000128191.16	ENSP00000263209.3	Q8WYQ5
ENSG00000128203.7	ENSP00000215906.5	Q6ICH7
ENSG00000128253.16	ENSP00000498332.1	O75678
ENSG00000128463.13	ENSP00000267750.4	Q5J8M3
ENSG00000128510.12	ENSP00000222482.4	Q9UI42
ENSG00000128512.24	ENSP00000410746.1	Q8N1I0
ENSG00000128708.13	ENSP00000264108.4	
ENSG00000128805.15	ENSP00000249601.4	Q7Z5H3
ENSG00000128886.12	ENSP00000320346.3	Q9HB65
ENSG00000128923.11	ENSP00000452885.1	Q8NBR6
ENSG00000129159.9	ENSP00000265969.7	P48547
ENSG00000129204.17	ENSP00000460380.1	P35125
ENSG00000129214.15	ENSP00000369816.4	P04278
ENSG00000129317.15	ENSP00000343081.5	Q9H0K6
ENSG00000129437.11	ENSP00000497141.1	Q9P0G3
ENSG00000129450.9	ENSP00000250360.2	Q9Y336
ENSG00000129460.16	ENSP00000386134.3	Q8NEJ9
ENSG00000129535.13	ENSP00000454062.2	P54845
ENSG00000129654.8	ENSP00000323880.4	Q92949
ENSG00000130038.10	ENSP00000409382.2	Q9BSW2
ENSG00000130287.14	ENSP00000252575.4	O14594
ENSG00000130338.13	ENSP00000356064.3	Q9NRJ4
ENSG00000130363.13	ENSP00000356036.1	
ENSG00000130427.3	ENSP00000252723.2	P01588
ENSG00000130449.6	ENSP00000252744.5	Q9HCJ5
ENSG00000167785.9	ENSP00000471277.1	Q96NG5
ENSG00000130545.16	ENSP00000472010.1	Q9BUF7
ENSG00000130559.19	ENSP00000374183.4	Q5T5Y3
ENSG00000130561.17	ENSP00000386444.1	P10523
ENSG00000130643.9	ENSP00000252939.4	Q9NYX4
ENSG00000130701.4	ENSP00000252998.1	Q8NC74
ENSG00000130751.10	ENSP00000469142.1	Q99742
ENSG00000130803.15	ENSP00000247956.5	Q96PQ6
ENSG00000130813.18	ENSP00000253110.10	Q9NUL5
ENSG00000130818.12	ENSP00000253115.1	Q9BUY5
ENSG00000131013.4	ENSP00000253329.2	Q8WUA2
ENSG00000131043.13	ENSP00000313674.4	Q9Y312
ENSG00000131044.18	ENSP00000442515.1	Q3SXZ7
ENSG00000131153.9	ENSP00000253462.3	Q9Y248
ENSG00000131187.11	ENSP00000253496.3	P00748
ENSG00000131203.13	ENSP00000430950.1	P14902
ENSG00000131355.15	ENSP00000253673.4	Q9BY15
ENSG00000131400.8	ENSP00000253719.1	O96009
ENSG00000131409.13	ENSP00000498662.1	Q9NT99
ENSG00000131470.15	ENSP00000377384.2	Q9P2W1
ENSG00000131482.10	ENSP00000253801.1	P35575
ENSG00000131634.14	ENSP00000454945.1	Q9BSN7
ENSG00000131652.14	ENSP00000326531.8	Q86W42
ENSG00000131653.13	ENSP00000318944.6	Q6Q0C0
ENSG00000131747.15	ENSP00000411532.1	P11388
ENSG00000131944.10	ENSP00000466121.1	Q9BTP7
ENSG00000131979.20	ENSP00000419045.2	P30793
ENSG00000132016.12	ENSP00000465822.1	Q0VDD7
ENSG00000132164.10	ENSP00000254488.2	P48066
ENSG00000132205.11	ENSP00000254528.3	Q9BXX0
ENSG00000132313.15	ENSP00000338389.4	Q9NZE8
ENSG00000132321.17	ENSP00000387347.3	Q86XH1
ENSG00000132341.12	ENSP00000446215.1	P62826
ENSG00000132359.15	ENSP00000254695.8	Q684P5
ENSG00000132406.12	ENSP00000372201.4	Q5BJH2
ENSG00000132437.18	ENSP00000403644.2	P20711
ENSG00000132549.20	ENSP00000349685.2	Q7Z7G8
ENSG00000132563.17	ENSP00000367590.2	Q9BRK0
ENSG00000132635.17	ENSP00000353868.2	Q9H1Q7
ENSG00000132664.12	ENSP00000366828.4	Q9H1D9
ENSG00000132681.17	ENSP00000357060.4	Q13733
ENSG00000132768.14	ENSP00000255108.3	Q9BQC3
ENSG00000132854.19	ENSP00000360195.4	Q5T7N3
ENSG00000132855.5	ENSP00000360170.3	Q9Y5C1
ENSG00000133028.12	ENSP00000255390.5	O75880
ENSG00000133101.10	ENSP00000255465.4	P78396
ENSG00000133317.16	ENSP00000378116.4	
ENSG00000133328.4	ENSP00000255695.1	Q9NWW9
ENSG00000133398.4	ENSP00000255764.3	Q9BTT4
ENSG00000133488.15	ENSP00000255858.7	Q9UDX3
ENSG00000133665.13	ENSP00000256039.2	Q96IM9
ENSG00000133739.16	ENSP00000353538.3	Q9C099
ENSG00000133742.14	ENSP00000429798.1	P00915
ENSG00000133800.9	ENSP00000256178.3	Q9Y5Y7
ENSG00000133958.14	ENSP00000511643.1	Q9P2D8
ENSG00000134049.6	ENSP00000256433.3	Q9Y5U9
ENSG00000134070.5	ENSP00000256458.4	O43187
ENSG00000134200.4	ENSP00000256592.1	P01222
ENSG00000134247.10	ENSP00000376899.2	Q9P2B2
ENSG00000134265.13	ENSP00000324628.6	Q99747
ENSG00000134321.13	ENSP00000371471.3	Q8WXG1
ENSG00000134326.12	ENSP00000256722.5	Q5EBM0
ENSG00000134343.14	ENSP00000256737.3	Q9BYT9
ENSG00000134375.11	ENSP00000356256.4	Q99595
ENSG00000134376.17	ENSP00000356370.3	P82279
ENSG00000134398.15	ENSP00000256797.5	Q76MJ5
ENSG00000134508.13	ENSP00000256925.7	Q8TDN4
ENSG00000134538.3	ENSP00000256958.2	Q9Y6L6
ENSG00000134539.17	ENSP00000338130.4	Q13241
ENSG00000134545.14	ENSP00000352064.3	P26715
ENSG00000134569.10	ENSP00000367888.1	O75096
ENSG00000134571.12	ENSP00000442795.1	Q14896
ENSG00000134575.13	ENSP00000500291.1	P11117
ENSG00000134668.13	ENSP00000353670.2	Q6ZMY3
ENSG00000134690.11	ENSP00000362146.1	Q53HL2
ENSG00000134698.11	ENSP00000362306.3	Q9HCK5
ENSG00000134762.17	ENSP00000353608.4	Q14574
ENSG00000134765.10	ENSP00000257198.6	Q08554
ENSG00000134780.10	ENSP00000257215.5	Q9Y4D2
ENSG00000134827.8	ENSP00000257264.3	P20061
ENSG00000134917.10	ENSP00000257359.6	Q9UP79
ENSG00000135074.16	ENSP00000257527.5	Q9H013
ENSG00000135185.12	ENSP00000257637.3	Q9BU79
ENSG00000135220.11	ENSP00000251566.4	Q6UWM9
ENSG00000135226.18	ENSP00000334276.5	Q9BY64
ENSG00000135318.12	ENSP00000257770.3	P21589
ENSG00000135336.16	ENSP00000376586.3	Q9UBD5
ENSG00000135372.10	ENSP00000257829.3	Q9H0A0
ENSG00000135407.11	ENSP00000449239.2	O75366
ENSG00000135409.11	ENSP00000257863.3	Q16671
ENSG00000135451.13	ENSP00000257909.3	Q12815
ENSG00000135521.9	ENSP00000356548.5	Q96GA3
ENSG00000135537.17	ENSP00000357973.3	Q8WV93
ENSG00000135540.12	ENSP00000344672.5	Q5SYE7
ENSG00000135632.12	ENSP00000374152.4	Q6GMV2
ENSG00000135740.17	ENSP00000299798.11	Q14940
ENSG00000135744.9	ENSP00000355627.5	
ENSG00000135775.14	ENSP00000355629.4	Q14746
ENSG00000135902.10	ENSP00000258385.3	Q07001
ENSG00000135913.11	ENSP00000258399.3	Q86T82
ENSG00000135917.16	ENSP00000495385.1	Q9BZV2
ENSG00000135925.9	ENSP00000258411.3	Q9GZT5
ENSG00000135951.16	ENSP00000377123.3	Q9BZW7
ENSG00000136014.12	ENSP00000258499.3	Q9H0E7
ENSG00000136110.13	ENSP00000367198.3	O75829
ENSG00000136122.18	ENSP00000375082.6	Q6PGQ7
ENSG00000136319.12	ENSP00000258821.3	Q8N0Z6
ENSG00000136352.20	ENSP00000346879.6	P43699
ENSG00000136487.18	ENSP00000409294.2	P01242
ENSG00000136492.10	ENSP00000259008.2	Q9BX63
ENSG00000136688.11	ENSP00000259205.3	Q9NZH8
ENSG00000136695.15	ENSP00000376896.2	Q9UBH0
ENSG00000136697.13	ENSP00000341794.2	Q8WWZ1
ENSG00000136826.15	ENSP00000363804.4	
ENSG00000136872.21	ENSP00000497767.1	P05062
ENSG00000136881.12	ENSP00000259407.2	Q14032
ENSG00000136883.16	ENSP00000491702.1	
ENSG00000136940.14	ENSP00000259467.4	Q13371
ENSG00000137135.18	ENSP00000367638.3	Q8N4T4
ENSG00000137193.14	ENSP00000362608.5	P11309
ENSG00000137204.15	ENSP00000361666.5	Q9Y694
ENSG00000137285.11	ENSP00000259818.6	Q9BVA1
ENSG00000137273.6	ENSP00000496415.1	Q12947
ENSG00000137364.5	ENSP00000312304.4	P51580
ENSG00000137460.10	ENSP00000427567.1	Q9C0D6
ENSG00000137474.23	ENSP00000386331.3	Q13402
ENSG00000137502.10	ENSP00000435089.1	Q15771
ENSG00000137547.9	ENSP00000260102.4	Q9P015
ENSG00000137561.5	ENSP00000260116.4	P49638
ENSG00000137571.11	ENSP00000260126.3	Q9H2Y9
ENSG00000137642.13	ENSP00000260197.6	Q92673
ENSG00000137672.13	ENSP00000340913.3	Q9Y210
ENSG00000137673.9	ENSP00000260227.4	P09237
ENSG00000137691.13	ENSP00000414390.2	Q9BRQ4
ENSG00000137709.10	ENSP00000441687.2	Q9UKI9
ENSG00000137714.3	ENSP00000260270.2	P10109
ENSG00000137757.11	ENSP00000260315.3	P51878
ENSG00000137809.17	ENSP00000327290.7	Q9UKX5
ENSG00000137812.21	ENSP00000382576.3	Q8NG31
ENSG00000137819.14	ENSP00000378803.2	Q9NXK6
ENSG00000137868.19	ENSP00000378537.4	Q9BX79
ENSG00000137869.16	ENSP00000379683.1	P11511
ENSG00000137947.12	ENSP00000359531.5	Q00403
ENSG00000137992.15	ENSP00000359151.3	
ENSG00000138018.19	ENSP00000260585.7	
ENSG00000138075.14	ENSP00000384513.2	Q9H222
ENSG00000138081.22	ENSP00000384823.4	Q86XK2
ENSG00000138092.11	ENSP00000370214.2	Q9BU64
ENSG00000138152.10	ENSP00000260723.4	Q32M84
ENSG00000138160.7	ENSP00000260731.3	P52732
ENSG00000138193.17	ENSP00000360431.2	Q9P212
ENSG00000138231.13	ENSP00000260803.4	Q9UK59
ENSG00000138308.6	ENSP00000362123.3	Q9BX93
ENSG00000138315.13	ENSP00000333900.5	Q8WWZ8
ENSG00000138376.11	ENSP00000260947.4	Q99728
ENSG00000138378.19	ENSP00000376134.2	Q14765
ENSG00000138395.17	ENSP00000498608.2	Q96Q40
ENSG00000138413.14	ENSP00000260985.2	O75874
ENSG00000138439.12	ENSP00000376071.2	Q6P1L5
ENSG00000138442.11	ENSP00000261015.4	Q9GZL7
ENSG00000138443.17	ENSP00000261018.9	
ENSG00000138463.9	ENSP00000261038.5	Q96SL1
ENSG00000138615.6	ENSP00000261883.4	O75339
ENSG00000138617.16	ENSP00000496935.1	Q8N5Y8
ENSG00000138646.9	ENSP00000264350.3	Q9UII4
ENSG00000138670.19	ENSP00000264400.2	Q0VAM2
ENSG00000138686.10	ENSP00000264499.4	Q8IWZ6
ENSG00000138722.10	ENSP00000264790.2	Q13201
ENSG00000138759.20	ENSP00000422834.2	
ENSG00000138821.14	ENSP00000349174.4	Q9C0K1
ENSG00000138829.12	ENSP00000262464.4	P35556
ENSG00000139155.9	ENSP00000266509.2	Q9NYB5
ENSG00000139187.10	ENSP00000349477.3	Q96E93
ENSG00000139193.4	ENSP00000266557.3	P26842
ENSG00000139269.3	ENSP00000266646.2	P58166
ENSG00000139304.16	ENSP00000495607.1	
ENSG00000139344.8	ENSP00000266736.2	Q96NU7
ENSG00000139438.6	ENSP00000443292.1	Q5U5X8
ENSG00000139505.12	ENSP00000371221.5	Q9Y217
ENSG00000139547.8	ENSP00000381206.3	O75452
ENSG00000139549.4	ENSP00000497483.1	O43323
ENSG00000139629.16	ENSP00000348668.2	Q8NCL4
ENSG00000139687.16	ENSP00000267163.4	P06400
ENSG00000139697.14	ENSP00000473665.1	A3KN83
ENSG00000139725.8	ENSP00000267205.2	Q9HBH0
ENSG00000139899.11	ENSP00000267406.6	Q6UW01
ENSG00000139988.10	ENSP00000449079.1	Q96NR8
ENSG00000203791.15	ENSP00000357829.2	Q5JPI9
ENSG00000140093.10	ENSP00000261994.4	Q9UK55
ENSG00000140104.14	ENSP00000450114.1	Q96F83
ENSG00000140265.14	ENSP00000507363.1	Q8IWY8
ENSG00000140279.13	ENSP00000373691.7	Q9NRD8
ENSG00000140284.11	ENSP00000267842.5	O14975
ENSG00000140287.11	ENSP00000267845.3	P19113
ENSG00000140323.6	ENSP00000267889.3	A7MBM2
ENSG00000140450.9	ENSP00000268042.6	Q8NCT1
ENSG00000140451.13	ENSP00000452792.1	Q9H611
ENSG00000140522.12	ENSP00000268125.5	P12271
ENSG00000140600.17	ENSP00000391372.2	Q99963
ENSG00000140623.14	ENSP00000268231.8	Q8IYM1
ENSG00000140691.18	ENSP00000268314.4	Q96C12
ENSG00000140795.13	ENSP00000378288.4	Q32MK0
ENSG00000140832.11	ENSP00000268485.3	Q96A59
ENSG00000140854.13	ENSP00000368982.3	Q9BVA0
ENSG00000140873.16	ENSP00000282849.5	Q8TE60
ENSG00000140968.12	ENSP00000268638.4	Q02556
ENSG00000140986.8	ENSP00000268661.7	Q92901
ENSG00000140990.15	ENSP00000268668.6	O96000
ENSG00000141052.18	ENSP00000401678.1	Q8IZQ8
ENSG00000141084.12	ENSP00000316589.3	Q6VN20
ENSG00000141086.18	ENSP00000458537.2	P40313
ENSG00000141441.16	ENSP00000269209.6	Q9H706
ENSG00000141469.18	ENSP00000318546.4	Q13336
ENSG00000141499.17	ENSP00000379727.3	Q9BUR4
ENSG00000141582.15	ENSP00000269397.4	O00257
ENSG00000141665.13	ENSP00000393154.2	Q8NCQ5
ENSG00000142178.9	ENSP00000270162.6	P57059
ENSG00000142185.18	ENSP00000381023.1	O94759
ENSG00000142207.7	ENSP00000372199.3	O60287
ENSG00000142303.14	ENSP00000471851.1	
ENSG00000142507.10	ENSP00000270586.3	P28072
ENSG00000142583.18	ENSP00000366641.4	P22732
ENSG00000142606.16	ENSP00000367668.3	Q495T6
ENSG00000142611.17	ENSP00000270722.5	Q9HAZ2
ENSG00000142623.11	ENSP00000364620.4	Q9ULC6
ENSG00000142655.13	ENSP00000349016.4	O75381
ENSG00000142731.11	ENSP00000270861.5	O00444
ENSG00000142864.15	ENSP00000354591.6	Q8NC51
ENSG00000142961.16	ENSP00000315113.3	Q70IA8
ENSG00000143167.12	ENSP00000356842.3	Q99795
ENSG00000143196.5	ENSP00000356791.3	Q07507
ENSG00000143217.9	ENSP00000356991.3	Q96NY8
ENSG00000143257.12	ENSP00000356962.5	Q14994
ENSG00000143318.13	ENSP00000357057.3	P31415
ENSG00000143322.21	ENSP00000427562.1	P42684
ENSG00000143341.12	ENSP00000271588.4	Q96RW7
ENSG00000143412.10	ENSP00000357943.4	O76027
ENSG00000143452.16	ENSP00000355167.2	Q86X24
ENSG00000143476.18	ENSP00000355958.4	Q9NZJ0
ENSG00000143479.18	ENSP00000356076.2	O43781
ENSG00000143494.16	ENSP00000428324.1	Q86V25
ENSG00000143498.18	ENSP00000327072.6	Q15573
ENSG00000143556.9	ENSP00000357712.3	P31151
ENSG00000143614.10	ENSP00000357644.4	Q8WXI9
ENSG00000143632.15	ENSP00000355645.3	P68133
ENSG00000143653.10	ENSP00000355467.3	Q8NBX0
ENSG00000143851.16	ENSP00000509436.1	P35236
ENSG00000143921.9	ENSP00000272286.2	Q9H221
ENSG00000143971.9	ENSP00000272342.5	Q9NY74
ENSG00000143994.14	ENSP00000326491.4	
ENSG00000144021.3	ENSP00000418287.1	O76071
ENSG00000144031.12	ENSP00000353796.3	Q8N9V6
ENSG00000144045.14	ENSP00000384621.3	Q8TE96
ENSG00000089063.15	ENSP00000341364.5	Q96A57
ENSG00000144130.12	ENSP00000509504.1	
ENSG00000144191.12	ENSP00000272602.2	Q16281
ENSG00000144214.10	ENSP00000311320.4	Q8N1E2
ENSG00000144278.15	ENSP00000376570.3	Q8IUC8
ENSG00000144410.5	ENSP00000272852.2	Q8IVL8
ENSG00000144426.19	ENSP00000508055.1	Q6ZS30
ENSG00000144452.15	ENSP00000272895.7	Q86UK0
ENSG00000144481.17	ENSP00000323926.4	Q7Z2W7
ENSG00000144550.14	ENSP00000373343.3	Q8IYJ1
ENSG00000144645.15	ENSP00000379804.2	Q9BXB5
ENSG00000144668.12	ENSP00000264741.5	Q13797
ENSG00000144681.11	ENSP00000273183.3	Q99469
ENSG00000144712.12	ENSP00000387641.2	O75155
ENSG00000144724.20	ENSP00000418112.1	P23470
ENSG00000144747.17	ENSP00000381567.2	P82094
ENSG00000144909.8	ENSP00000296220.5	Q9BXB4
ENSG00000144959.11	ENSP00000418571.4	Q6PIU2
ENSG00000145041.16	ENSP00000506880.1	Q9Y4B6
ENSG00000145103.15	ENSP00000345667.5	Q86SU0
ENSG00000145113.22	ENSP00000417498.3	
ENSG00000145244.12	ENSP00000273857.4	Q9Y5Q5
ENSG00000145284.12	ENSP00000316329.4	Q86SK9
ENSG00000145386.11	ENSP00000274026.5	P20248
ENSG00000145414.9	ENSP00000274054.2	Q96HR8
ENSG00000145491.12	ENSP00000274134.4	Q96C74
ENSG00000145592.14	ENSP00000274242.5	P61927
ENSG00000188211.9	ENSP00000341637.4	Q68D85
ENSG00000145649.8	ENSP00000274306.6	P12544
ENSG00000145692.15	ENSP00000274353.5	Q93088
ENSG00000145741.17	ENSP00000369965.3	P20290
ENSG00000145782.13	ENSP00000425107.1	O94817
ENSG00000145824.13	ENSP00000423783.1	O95715
ENSG00000145832.15	ENSP00000506858.1	Q6ZT89
ENSG00000145850.9	ENSP00000274532.2	Q96H15
ENSG00000145863.11	ENSP00000274545.5	Q16445
ENSG00000145864.14	ENSP00000377531.1	P47870
ENSG00000145911.6	ENSP00000274605.4	O15049
ENSG00000145934.17	ENSP00000429430.1	Q9NT68
ENSG00000145949.11	ENSP00000274643.7	Q86YV6
ENSG00000146005.4	ENSP00000274710.3	Q9BQI7
ENSG00000146109.5	ENSP00000274849.1	Q9ULW3
ENSG00000146192.15	ENSP00000274963.8	Q7Z6J4
ENSG00000146197.9	ENSP00000274938.7	Q8IX30
ENSG00000146243.14	ENSP00000358956.1	Q5VVH5
ENSG00000146247.14	ENSP00000275034.3	Q8WWQ0
ENSG00000146263.12	ENSP00000508046.1	Q6ZRQ5
ENSG00000146350.14	ENSP00000381270.2	Q96NH3
ENSG00000146453.13	ENSP00000376007.3	Q8NA58
ENSG00000146530.15	ENSP00000275358.3	Q8N2E2
ENSG00000146670.10	ENSP00000275517.3	Q96FF9
ENSG00000146678.10	ENSP00000275525.3	P08833
ENSG00000146700.9	ENSP00000275560.3	Q8WTU2
ENSG00000146826.17	ENSP00000324741.3	Q8WVR3
ENSG00000146926.11	ENSP00000391137.2	Q8WXI3
ENSG00000147316.15	ENSP00000342924.5	Q8NEM0
ENSG00000147421.18	ENSP00000287701.10	Q6NT76
ENSG00000147459.18	ENSP00000276440.7	Q9H7D0
ENSG00000147481.17	ENSP00000493900.1	Q9NSN8
ENSG00000147509.14	ENSP00000297313.3	O76081
ENSG00000147592.9	ENSP00000276590.4	Q53H82
ENSG00000147604.14	ENSP00000339795.2	P18124
ENSG00000147724.12	ENSP00000378710.1	Q49AJ0
ENSG00000147804.10	ENSP00000301305.4	Q6P5W5
ENSG00000148384.14	ENSP00000360777.3	Q9NRR6
ENSG00000148400.13	ENSP00000498587.1	P46531
ENSG00000141837.22	ENSP00000353362.5	O00555
ENSG00000148482.12	ENSP00000366586.2	Q504Y0
ENSG00000148572.16	ENSP00000277746.6	Q96F24
ENSG00000148584.15	ENSP00000363109.3	Q9NQ94
ENSG00000148600.15	ENSP00000485478.1	Q96JP9
ENSG00000148677.7	ENSP00000360762.3	Q15327
ENSG00000148680.16	ENSP00000337949.3	P34969
ENSG00000148704.13	ENSP00000358207.4	Q5SQQ9
ENSG00000148803.12	ENSP00000278025.5	A2VDF0
ENSG00000149054.16	ENSP00000278319.5	Q9UL58
ENSG00000149201.10	ENSP00000415528.2	Q6ZN84
ENSG00000149289.11	ENSP00000278590.3	Q9C0D7
ENSG00000149295.14	ENSP00000354859.3	P14416
ENSG00000149308.17	ENSP00000278612.8	Q14207
ENSG00000149311.20	ENSP00000501606.1	Q13315
ENSG00000149346.15	ENSP00000335557.5	Q5VYV7
ENSG00000149403.13	ENSP00000435648.2	Q16099
ENSG00000149488.14	ENSP00000351732.1	Q8TDI7
ENSG00000149516.14	ENSP00000278865.3	Q96HJ5
ENSG00000149548.15	ENSP00000341684.5	Q0P6D6
ENSG00000149554.14	ENSP00000388648.1	O14757
ENSG00000149639.15	ENSP00000237536.4	
ENSG00000149742.10	ENSP00000279178.3	Q8IVM8
ENSG00000149806.11	ENSP00000435370.1	
ENSG00000149968.12	ENSP00000299855.5	P08254
