ID	#Chr	start	end	GTEx_ID	gene	exon_number	n_exons	terminal_exon_flag	n_significant_tissues
chr1_154253900_154254089_+	chr1	154253900	154254089	ENSG00000143569.18_17	ENSG00000143569	17	31	FALSE	14
chr1_154932352_154932415_-	chr1	154932352	154932415	ENSG00000163344.5_2	ENSG00000163344	2	5	FALSE	13
chr1_154953671_154953757_-	chr1	154953671	154953757	ENSG00000163346.16_2	ENSG00000163346	2	10	FALSE	16
chr1_154968204_154968257_-	chr1	154968204	154968257	ENSG00000160691.18_7	ENSG00000160691	7	15	FALSE	14
chr1_155060763_155060832_+	chr1	155060763	155060832	ENSG00000143537.13_19	ENSG00000143537	19	25	FALSE	14
chr1_155137561_155137722_+	chr1	155137561	155137722	ENSG00000169241.17_5	ENSG00000169241	5	7	FALSE	12
chr1_155195987_155196126_-	chr1	155195987	155196126	ENSG00000169231.13_22	ENSG00000169231	22	23	FALSE	15
chr1_155212127_155212219_+	chr1	155212127	155212219	ENSG00000173171.14_7	ENSG00000173171	7	12	FALSE	16
chr1_155240630_155240717_-	chr1	155240630	155240717	ENSG00000177628.15_4	ENSG00000177628	4	13	FALSE	15
chr1_155251502_155251601_-	chr1	155251502	155251601	ENSG00000160767.20_7	ENSG00000160767	7	12	FALSE	14
chr1_155257498_155257657_-	chr1	155257498	155257657	ENSG00000116521.10_5	ENSG00000116521	5	8	FALSE	12
chr1_155266729_155266895_-	chr1	155266729	155266895	ENSG00000176444.18_6	ENSG00000176444	6	10	FALSE	17
chr1_155318665_155318814_+	chr1	155318665	155318814	ENSG00000160752.14_6	ENSG00000160752	6	9	FALSE	16
chr1_155328150_155328275_+	chr1	155328150	155328275	ENSG00000160753.15_11	ENSG00000160753	11	12	FALSE	14
chr1_155613049_155613233_+	chr1	155613049	155613233	ENSG00000125459.14_12	ENSG00000125459	12	16	FALSE	15
chr1_155675010_155675096_-	chr1	155675010	155675096	ENSG00000163374.19_7	ENSG00000163374	7	13	FALSE	16
chr1_155736946_155737063_+	chr1	155736946	155737063	ENSG00000132676.15_18	ENSG00000132676	18	19	FALSE	17
chr1_155747762_155747896_+	chr1	155747762	155747896	ENSG00000203761.5_8	ENSG00000203761	8	13	FALSE	10
chr1_155771067_155771217_-	chr1	155771067	155771217	ENSG00000116580.18_20	ENSG00000116580	20	34	FALSE	15
chr1_155904731_155904804_-	chr1	155904731	155904804	ENSG00000143622.10_4	ENSG00000143622	4	7	FALSE	15
chr1_155925632_155925843_-	chr1	155925632	155925843	ENSG00000132680.10_8	ENSG00000132680	8	14	FALSE	14
chr1_155962933_155963183_-	chr1	155962933	155963183	ENSG00000116584.17_21	ENSG00000116584	21	35	FALSE	15
chr1_156018132_156018368_-	chr1	156018132	156018368	ENSG00000163479.13_5	ENSG00000163479	5	9	FALSE	14
chr1_156042153_156042236_-	chr1	156042153	156042236	ENSG00000160803.7_8	ENSG00000160803	8	11	FALSE	13
chr1_156057978_156058067_+	chr1	156057978	156058067	ENSG00000116586.11_3	ENSG00000116586	3	4	FALSE	14
chr1_156130617_156130773_+	chr1	156130617	156130773	ENSG00000160789.19_15	ENSG00000160789	15	22	FALSE	12
chr1_156232320_156232425_+	chr1	156232320	156232425	ENSG00000160783.19_6	ENSG00000160783	6	9	FALSE	16
chr1_156259005_156259163_-	chr1	156259005	156259163	ENSG00000198952.8_16	ENSG00000198952	16	22	FALSE	17
chr1_156294018_156294236_-	chr1	156294018	156294236	ENSG00000198715.11_5	ENSG00000198715	5	10	FALSE	14
chr1_156334713_156334775_-	chr1	156334713	156334775	ENSG00000163468.14_7	ENSG00000163468	7	18	FALSE	17
chr1_156475108_156475237_-	chr1	156475108	156475237	ENSG00000116604.17_12	ENSG00000116604	12	15	FALSE	15
chr1_156596387_156596478_-	chr1	156596387	156596478	ENSG00000160818.16_7	ENSG00000160818	7	9	FALSE	13
chr1_156791697_156791792_+	chr1	156791697	156791792	ENSG00000143294.14_6	ENSG00000143294	6	9	FALSE	16
chr1_160211543_160211716_+	chr1	160211543	160211716	ENSG00000162734.12_5	ENSG00000162734	5	7	FALSE	12
chr1_160225062_160225119_-	chr1	160225062	160225119	ENSG00000132716.18_9	ENSG00000132716	9	16	FALSE	11
chr1_160307163_160307245_-	chr1	160307163	160307245	ENSG00000122218.14_14	ENSG00000122218	14	33	FALSE	11
chr1_160351222_160351372_+	chr1	160351222	160351372	ENSG00000162736.15_8	ENSG00000162736	8	19	FALSE	15
chr1_161102048_161102171_-	chr1	161102048	161102171	ENSG00000143256.4_3	ENSG00000143256	3	4	FALSE	17
chr1_161154091_161154120_+	chr1	161154091	161154120	ENSG00000143222.11_4	ENSG00000143222	4	7	FALSE	15
chr1_161170907_161171220_+	chr1	161170907	161171220	ENSG00000143224.17_12	ENSG00000143224	12	14	FALSE	13
chr1_161212351_161212480_+	chr1	161212351	161212480	ENSG00000158864.12_11	ENSG00000158864	11	15	FALSE	17
chr1_161217986_161218077_+	chr1	161217986	161218077	ENSG00000158869.10_2	ENSG00000158869	2	6	FALSE	11
chr1_161356677_161356840_+	chr1	161356677	161356840	ENSG00000143252.14_7	ENSG00000143252	7	13	FALSE	16
chr1_162803431_162803535_+	chr1	162803431	162803535	ENSG00000132196.13_9	ENSG00000132196	9	12	FALSE	12
chr1_164846584_164851831_+	chr1	164846584	164851831	ENSG00000185630.18_28	ENSG00000185630	28	29	FALSE	12
chr1_165651014_165651087_+	chr1	165651014	165651087	ENSG00000143198.12_9	ENSG00000143198	9	14	FALSE	15
chr1_167541013_167542301_-	chr1	167541013	167542301	ENSG00000143162.7_4	ENSG00000143162	4	6	FALSE	12
chr1_168038371_168038488_+	chr1	168038371	168038488	ENSG00000143164.15_19	ENSG00000143164	19	28	FALSE	11
chr1_169382062_169382281_+	chr1	169382062	169382281	ENSG00000117475.13_6	ENSG00000117475	6	8	FALSE	10
chr1_169864369_169864508_-	chr1	169864369	169864508	ENSG00000000457.13_10	ENSG00000000457	10	18	FALSE	11
chr1_171587648_171587751_+	chr1	171587648	171587751	ENSG00000117523.15_32	ENSG00000117523	32	35	FALSE	17
chr1_173774305_173774438_+	chr1	173774305	173774438	ENSG00000076321.10_10	ENSG00000076321	10	13	FALSE	13
chr1_173864675_173864704_-	chr1	173864675	173864704	ENSG00000234741.7_10	ENSG00000234741	10	13	FALSE	17
chr1_174999733_175000195_+	chr1	174999733	175000195	ENSG00000116161.17_2	ENSG00000116161	2	9	FALSE	16
chr1_176175910_176176007_-	chr1	176175910	176176007	ENSG00000143207.19_4	ENSG00000143207	4	23	FALSE	16
chr1_177932698_177932806_-	chr1	177932698	177932806	ENSG00000120341.18_26	ENSG00000120341	26	31	FALSE	11
chr1_181002606_181002700_-	chr1	181002606	181002700	ENSG00000135823.13_3	ENSG00000135823	3	10	FALSE	12
chr1_186353688_186353880_-	chr1	186353688	186353880	ENSG00000047410.13_19	ENSG00000047410	19	55	FALSE	12
chr1_196745817_196745999_+	chr1	196745817	196745999	ENSG00000000971.15_22	ENSG00000000971	22	23	FALSE	11
chr1_198297127_198297240_+	chr1	198297127	198297240	ENSG00000151414.14_14	ENSG00000151414	14	15	FALSE	12
chr1_200648439_200648567_-	chr1	200648439	200648567	ENSG00000118197.13_10	ENSG00000118197	10	13	FALSE	13
chr1_201890454_201890587_+	chr1	201890454	201890587	ENSG00000198892.6_2	ENSG00000198892	2	4	FALSE	12
chr1_201997319_201997554_+	chr1	201997319	201997554	ENSG00000176393.10_7	ENSG00000176393	7	12	FALSE	13
chr1_202895522_202895717_-	chr1	202895522	202895717	ENSG00000117153.15_9	ENSG00000117153	9	13	FALSE	13
chr1_203180470_203180652_-	chr1	203180470	203180652	ENSG00000133048.12_8	ENSG00000133048	8	10	FALSE	13
chr1_203723881_203723988_+	chr1	203723881	203723988	ENSG00000058668.14_19	ENSG00000058668	19	23	FALSE	13
chr1_203863625_203863725_+	chr1	203863625	203863725	ENSG00000182004.12_2	ENSG00000182004	2	4	FALSE	15
chr1_204544535_204544684_+	chr1	204544535	204544684	ENSG00000198625.12_11	ENSG00000198625	11	13	FALSE	13
chr1_205772496_205772567_-	chr1	205772496	205772567	ENSG00000117280.12_2	ENSG00000117280	2	5	FALSE	12
chr1_206599733_206599836_-	chr1	206599733	206599836	ENSG00000143486.15_10	ENSG00000143486	10	20	FALSE	12
chr1_207331108_207331296_+	chr1	207331108	207331296	ENSG00000196352.14_7	ENSG00000196352	7	16	FALSE	12
chr1_212329135_212329331_+	chr1	212329135	212329331	ENSG00000066027.11_6	ENSG00000066027	6	18	FALSE	16
chr1_212739534_212739601_-	chr1	212739534	212739601	ENSG00000117697.14_6	ENSG00000117697	6	8	FALSE	14
chr1_214330950_214331070_+	chr1	214330950	214331070	ENSG00000143499.13_9	ENSG00000143499	9	11	FALSE	16
chr1_220025132_220025258_-	chr1	220025132	220025258	ENSG00000136628.17_7	ENSG00000136628	7	33	FALSE	12
chr1_220079727_220079854_-	chr1	220079727	220079854	ENSG00000162813.17_3	ENSG00000162813	3	12	FALSE	15
chr1_220779962_220780239_+	chr1	220779962	220780239	ENSG00000117791.15_7	ENSG00000117791	7	9	FALSE	12
chr1_222651977_222652048_+	chr1	222651977	222652048	ENSG00000154305.16_14	ENSG00000154305	14	27	FALSE	15
chr1_223745306_223745439_+	chr1	223745306	223745439	ENSG00000162909.17_5	ENSG00000162909	5	21	FALSE	12
chr1_223962077_223962273_-	chr1	223962077	223962273	ENSG00000272645.3_8	ENSG00000272645	8	13	FALSE	12
chr1_224189577_224190319_+	chr1	224189577	224190319	ENSG00000143753.12_4	ENSG00000143753	4	6	FALSE	15
chr1_224296501_224296618_-	chr1	224296501	224296618	ENSG00000143748.17_13	ENSG00000143748	13	28	FALSE	12
chr1_224360495_224360563_+	chr1	224360495	224360563	ENSG00000143771.11_2	ENSG00000143771	2	6	FALSE	16
chr1_224431682_224431781_-	chr1	224431682	224431781	ENSG00000162923.14_4	ENSG00000162923	4	18	FALSE	11
chr1_225856652_225856738_-	chr1	225856652	225856738	ENSG00000196187.11_16	ENSG00000196187	16	26	FALSE	16
chr1_225921552_225921644_-	chr1	225921552	225921644	ENSG00000143811.18_6	ENSG00000143811	6	8	FALSE	14
chr1_226159184_226159358_-	chr1	226159184	226159358	ENSG00000182827.8_5	ENSG00000182827	5	7	FALSE	16
chr1_226871262_226871404_+	chr1	226871262	226871404	ENSG00000143801.16_3	ENSG00000143801	3	17	FALSE	12
chr1_227747692_227748233_+	chr1	227747692	227748233	ENSG00000143740.14_9	ENSG00000143740	9	14	FALSE	16
chr1_228140228_228140363_+	chr1	228140228	228140363	ENSG00000143774.16_2	ENSG00000143774	2	7	FALSE	16
chr1_229288729_229288843_+	chr1	229288729	229288843	ENSG00000168118.11_2	ENSG00000168118	2	9	FALSE	17
chr1_229463543_229463676_-	chr1	229463543	229463676	ENSG00000069248.11_20	ENSG00000069248	20	29	FALSE	12
chr1_231250961_231251143_+	chr1	231250961	231251143	ENSG00000116906.11_2	ENSG00000116906	2	17	FALSE	14
chr1_231370562_231370698_-	chr1	231370562	231370698	ENSG00000135766.8_4	ENSG00000135766	4	6	FALSE	16
chr1_234393362_234393486_-	chr1	234393362	234393486	ENSG00000059588.9_31	ENSG00000059588	31	33	FALSE	11
chr1_235335242_235335334_+	chr1	235335242	235335334	ENSG00000152904.11_6	ENSG00000152904	6	8	FALSE	17
chr1_235419417_235419561_+	chr1	235419417	235419561	ENSG00000116957.12_6	ENSG00000116957	6	19	FALSE	11
chr1_235458603_235458786_-	chr1	235458603	235458786	ENSG00000162885.12_9	ENSG00000162885	9	13	FALSE	11
chr1_236178414_236178636_+	chr1	236178414	236178636	ENSG00000077585.13_3	ENSG00000077585	3	8	FALSE	12
chr1_243417968_243418076_+	chr1	243417968	243418076	ENSG00000054282.15_19	ENSG00000054282	19	23	FALSE	15
chr1_245915530_245915640_-	chr1	245915530	245915640	ENSG00000185420.18_20	ENSG00000185420	20	26	FALSE	13
chr1_248856288_248856422_-	chr1	248856288	248856422	ENSG00000171163.15_5	ENSG00000171163	5	11	FALSE	17
chr2_233101_233229_-	chr2	233101	233229	ENSG00000035115.21_19	ENSG00000035115	19	25	FALSE	14
chr2_275140_275201_+	chr2	275140	275201	ENSG00000143727.15_8	ENSG00000143727	8	10	FALSE	17
chr2_286123_286203_-	chr2	286123	286203	ENSG00000189292.15_7	ENSG00000189292	7	9	FALSE	10
chr2_3421881_3421994_+	chr2	3421881	3421994	ENSG00000171853.15_6	ENSG00000171853	6	23	FALSE	14
chr2_9414178_9414256_-	chr2	9414178	9414256	ENSG00000119185.12_6	ENSG00000119185	6	9	FALSE	16
chr2_11164204_11164261_+	chr2	11164204	11164261	ENSG00000162976.12_5	ENSG00000162976	5	9	FALSE	10
chr2_15628797_15628839_+	chr2	15628797	15628839	ENSG00000079785.14_25	ENSG00000079785	25	28	FALSE	16
chr2_20311494_20311663_-	chr2	20311494	20311663	ENSG00000055917.15_10	ENSG00000055917	10	26	FALSE	11
chr2_20739971_20740205_-	chr2	20739971	20740205	ENSG00000118961.14_6	ENSG00000118961	6	8	FALSE	12
chr2_24074076_24074194_-	chr2	24074076	24074194	ENSG00000115128.6_2	ENSG00000115128	2	4	FALSE	17
chr2_24164198_24164335_+	chr2	24164198	24164335	ENSG00000219626.8_15	ENSG00000219626	15	18	FALSE	14
chr2_24584476_24584560_+	chr2	24584476	24584560	ENSG00000084676.15_5	ENSG00000084676	5	26	FALSE	11
chr2_25607236_25607321_-	chr2	25607236	25607321	ENSG00000138101.18_9	ENSG00000138101	9	28	FALSE	11
chr2_26109768_26109906_+	chr2	26109768	26109906	ENSG00000084733.10_4	ENSG00000084733	4	7	FALSE	10
chr2_26236855_26236988_-	chr2	26236855	26236988	ENSG00000084754.10_4	ENSG00000084754	4	20	FALSE	13
chr2_26269953_26269997_+	chr2	26269953	26269997	ENSG00000138029.13_7	ENSG00000138029	7	18	FALSE	17
chr2_27035594_27035728_+	chr2	27035594	27035728	ENSG00000119777.18_4	ENSG00000119777	4	18	FALSE	14
chr2_27085160_27085297_+	chr2	27085160	27085297	ENSG00000138080.13_7	ENSG00000138080	7	8	FALSE	13
chr2_27132010_27132082_-	chr2	27132010	27132082	ENSG00000138073.13_7	ENSG00000138073	7	9	FALSE	11
chr2_27239697_27239798_+	chr2	27239697	27239798	ENSG00000084774.13_35	ENSG00000084774	35	46	FALSE	11
chr2_27312494_27312589_-	chr2	27312494	27312589	ENSG00000115204.14_8	ENSG00000115204	8	13	FALSE	14
chr2_27368372_27368463_-	chr2	27368372	27368463	ENSG00000115211.15_5	ENSG00000115211	5	11	FALSE	15
chr2_27372623_27372740_+	chr2	27372623	27372740	ENSG00000115234.10_3	ENSG00000115234	3	16	FALSE	17
chr2_27382476_27382605_-	chr2	27382476	27382605	ENSG00000115241.10_8	ENSG00000115241	8	10	FALSE	13
chr2_27449499_27449562_-	chr2	27449499	27449562	ENSG00000138002.14_40	ENSG00000138002	40	51	FALSE	11
chr2_27600691_27600815_+	chr2	27600691	27600815	ENSG00000243943.9_7	ENSG00000243943	7	15	FALSE	10
chr2_27631834_27631900_+	chr2	27631834	27631900	ENSG00000198522.13_6	ENSG00000198522	6	16	FALSE	16
chr2_27772674_27772692_+	chr2	27772674	27772692	ENSG00000243147.7_3	ENSG00000243147	3	6	FALSE	17
chr2_28244780_28244862_+	chr2	28244780	28244862	ENSG00000158019.20_9	ENSG00000158019	9	13	FALSE	15
chr2_28861118_28861308_-	chr2	28861118	28861308	ENSG00000171103.10_4	ENSG00000171103	4	7	FALSE	14
chr2_30156378_30156792_+	chr2	30156378	30156792	ENSG00000119801.12_5	ENSG00000119801	5	6	FALSE	12
chr2_30257433_30260028_+	chr2	30257433	30260028	ENSG00000213626.11_6	ENSG00000213626	6	7	FALSE	10
chr2_32029594_32029736_-	chr2	32029594	32029736	ENSG00000162961.13_4	ENSG00000162961	4	9	FALSE	10
chr2_32298234_32298311_+	chr2	32298234	32298311	ENSG00000119820.10_4	ENSG00000119820	4	6	FALSE	16
chr2_32607455_32607643_+	chr2	32607455	32607643	ENSG00000115760.13_73	ENSG00000115760	73	75	FALSE	10
chr2_32811024_32811221_+	chr2	32811024	32811221	ENSG00000018699.11_20	ENSG00000018699	20	23	FALSE	11
chr2_33273656_33273781_+	chr2	33273656	33273781	ENSG00000049323.15_17	ENSG00000049323	17	37	FALSE	10
chr2_33588335_33588519_-	chr2	33588335	33588519	ENSG00000119812.18_4	ENSG00000119812	4	7	FALSE	11
chr2_36537352_36537546_+	chr2	36537352	36537546	ENSG00000150938.9_18	ENSG00000150938	18	21	FALSE	14
chr2_37002306_37002572_-	chr2	37002306	37002572	ENSG00000008869.11_32	ENSG00000008869	32	37	FALSE	10
chr2_37199704_37199819_+	chr2	37199704	37199819	ENSG00000218739.9_5	ENSG00000218739	5	12	FALSE	15
chr2_37242635_37242693_+	chr2	37242635	37242693	ENSG00000003509.15_7	ENSG00000003509	7	13	FALSE	12
chr2_39755295_39755409_-	chr2	39755295	39755409	ENSG00000138050.14_10	ENSG00000138050	10	12	FALSE	10
chr2_42053239_42053361_+	chr2	42053239	42053361	ENSG00000162878.12_2	ENSG00000162878	2	7	FALSE	11
chr2_42640173_42640236_+	chr2	42640173	42640236	ENSG00000057935.13_11	ENSG00000057935	11	25	FALSE	11
chr2_43896634_43896708_-	chr2	43896634	43896708	ENSG00000138095.18_36	ENSG00000138095	36	40	FALSE	14
chr2_46576087_46576251_+	chr2	46576087	46576251	ENSG00000119729.11_5	ENSG00000119729	5	8	FALSE	14
chr2_46909023_46909177_-	chr2	46909023	46909177	ENSG00000180398.11_7	ENSG00000180398	7	9	FALSE	12
chr2_47046315_47046431_+	chr2	47046315	47046431	ENSG00000068724.15_22	ENSG00000068724	22	28	FALSE	15
chr2_48505564_48505596_+	chr2	48505564	48505596	ENSG00000162869.15_21	ENSG00000162869	21	25	FALSE	13
chr2_53814543_53814620_+	chr2	53814543	53814620	ENSG00000068912.13_13	ENSG00000068912	13	15	FALSE	10
chr2_53899881_53900017_-	chr2	53899881	53900017	ENSG00000068878.14_30	ENSG00000068878	30	49	FALSE	12
chr2_55233363_55233417_+	chr2	55233363	55233417	ENSG00000143947.13_4	ENSG00000143947	4	8	FALSE	16
chr2_55254041_55254201_-	chr2	55254041	55254201	ENSG00000085760.14_7	ENSG00000085760	7	16	FALSE	14
chr2_55528878_55528992_+	chr2	55528878	55528992	ENSG00000163001.11_5	ENSG00000163001	5	13	FALSE	11
chr2_55573619_55573777_-	chr2	55573619	55573777	ENSG00000275052.4_14	ENSG00000275052	14	19	FALSE	16
chr2_55876623_55876742_-	chr2	55876623	55876742	ENSG00000115380.19_7	ENSG00000115380	7	11	FALSE	16
chr2_58163029_58163074_-	chr2	58163029	58163074	ENSG00000115392.11_12	ENSG00000115392	12	16	FALSE	13
chr2_61490642_61490776_-	chr2	61490642	61490776	ENSG00000082898.16_20	ENSG00000082898	20	27	FALSE	13
chr2_61872458_61872588_-	chr2	61872458	61872588	ENSG00000115484.14_12	ENSG00000115484	12	15	FALSE	12
chr2_63595423_63595519_+	chr2	63595423	63595519	ENSG00000014641.17_7	ENSG00000014641	7	13	FALSE	17
chr2_63856305_63856433_+	chr2	63856305	63856433	ENSG00000169764.15_11	ENSG00000169764	11	23	FALSE	16
chr2_65088939_65089070_-	chr2	65088939	65089070	ENSG00000138069.16_5	ENSG00000138069	5	7	FALSE	15
chr2_66512149_66512294_+	chr2	66512149	66512294	ENSG00000143995.19_18	ENSG00000143995	18	22	FALSE	10
chr2_68173347_68173417_+	chr2	68173347	68173417	ENSG00000115946.7_7	ENSG00000115946	7	8	FALSE	10
chr2_69788054_69788141_+	chr2	69788054	69788141	ENSG00000196975.15_7	ENSG00000196975	7	18	FALSE	11
chr2_70991830_70991983_-	chr2	70991830	70991983	ENSG00000144043.11_3	ENSG00000144043	3	6	FALSE	13
chr2_71076604_71076701_+	chr2	71076604	71076701	ENSG00000124357.12_10	ENSG00000124357	10	12	FALSE	16
chr2_71424650_71424715_+	chr2	71424650	71424715	ENSG00000075292.18_31	ENSG00000075292	31	37	FALSE	17
chr2_73229461_73229570_-	chr2	73229461	73229570	ENSG00000135617.3_3	ENSG00000135617	3	5	FALSE	10
chr2_73243997_73244049_+	chr2	73243997	73244049	ENSG00000135624.15_10	ENSG00000135624	10	17	FALSE	17
chr2_74422153_74422375_+	chr2	74422153	74422375	ENSG00000005448.16_2	ENSG00000005448	2	10	FALSE	14
chr2_74427424_74427592_-	chr2	74427424	74427592	ENSG00000114993.16_12	ENSG00000114993	12	14	FALSE	11
chr2_74459873_74460049_+	chr2	74459873	74460049	ENSG00000239779.6_4	ENSG00000239779	4	5	FALSE	10
chr2_74506181_74506252_-	chr2	74506181	74506252	ENSG00000115289.13_5	ENSG00000115289	5	10	FALSE	17
chr2_74528248_74528321_-	chr2	74528248	74528321	ENSG00000115307.16_5	ENSG00000115307	5	11	FALSE	15
chr2_75680193_75680314_-	chr2	75680193	75680314	ENSG00000005436.13_11	ENSG00000005436	11	16	FALSE	10
chr2_85043564_85043665_+	chr2	85043564	85043665	ENSG00000176407.17_6	ENSG00000176407	6	9	FALSE	13
chr2_85343999_85344165_-	chr2	85343999	85344165	ENSG00000042445.13_9	ENSG00000042445	9	11	FALSE	15
chr2_85579009_85579167_+	chr2	85579009	85579167	ENSG00000118640.10_3	ENSG00000118640	3	5	FALSE	13
chr2_85591725_85591862_+	chr2	85591725	85591862	ENSG00000168899.4_2	ENSG00000168899	2	3	FALSE	14
chr2_85596822_85596931_+	chr2	85596822	85596931	ENSG00000168894.9_4	ENSG00000168894	4	5	FALSE	15
chr2_86125455_86125515_+	chr2	86125455	86125515	ENSG00000132300.18_14	ENSG00000132300	14	28	FALSE	10
chr2_86158477_86158721_-	chr2	86158477	86158721	ENSG00000132305.20_11	ENSG00000132305	11	16	FALSE	10
chr2_86529218_86529397_-	chr2	86529218	86529397	ENSG00000115561.15_7	ENSG00000115561	7	11	FALSE	13
chr2_87187147_87187242_+	chr2	87187147	87187242	ENSG00000204745.3_28	ENSG00000204745	28	31	FALSE	12
chr2_88182697_88182847_+	chr2	88182697	88182847	ENSG00000144115.16_7	ENSG00000144115	7	12	FALSE	15
chr2_95090386_95090522_-	chr2	95090386	95090522	ENSG00000144029.11_11	ENSG00000144029	11	12	FALSE	17
chr2_95406941_95407157_+	chr2	95406941	95407157	ENSG00000115042.9_4	ENSG00000115042	4	12	FALSE	16
chr2_96265138_96265512_-	chr2	96265138	96265512	ENSG00000135956.8_2	ENSG00000135956	2	5	FALSE	13
chr2_96825058_96825201_+	chr2	96825058	96825201	ENSG00000168763.15_2	ENSG00000168763	2	10	FALSE	12
chr2_97085699_97085861_-	chr2	97085699	97085861	ENSG00000144199.11_7	ENSG00000144199	7	10	FALSE	14
chr2_97660571_97660646_-	chr2	97660571	97660646	ENSG00000115073.7_3	ENSG00000115073	3	11	FALSE	17
chr2_97794930_97795115_-	chr2	97794930	97795115	ENSG00000075568.16_30	ENSG00000075568	30	42	FALSE	13
chr2_100964861_100964943_+	chr2	100964861	100964943	ENSG00000170485.16_12	ENSG00000170485	12	25	FALSE	15
chr2_101036018_101036168_-	chr2	101036018	101036168	ENSG00000204634.12_14	ENSG00000204634	14	26	FALSE	12
chr2_101257791_101257955_+	chr2	101257791	101257955	ENSG00000158435.7_2	ENSG00000158435	2	6	FALSE	10
chr2_101286081_101286177_-	chr2	101286081	101286177	ENSG00000163162.8_5	ENSG00000163162	5	10	FALSE	13
chr2_101835900_101835978_+	chr2	101835900	101835978	ENSG00000071054.16_11	ENSG00000071054	11	35	FALSE	11
chr2_108487699_108487820_+	chr2	108487699	108487820	ENSG00000135968.20_21	ENSG00000135968	21	27	FALSE	11
chr2_109585126_109585321_-	chr2	109585126	109585321	ENSG00000186522.14_6	ENSG00000186522	6	14	FALSE	10
chr2_112485917_112485995_+	chr2	112485917	112485995	ENSG00000114999.7_3	ENSG00000114999	3	9	FALSE	10
chr2_113495120_113495249_+	chr2	113495120	113495249	ENSG00000136682.14_17	ENSG00000136682	17	18	FALSE	13
chr2_113595063_113595161_+	chr2	113595063	113595161	ENSG00000146556.14_2	ENSG00000146556	2	10	FALSE	13
chr2_113717753_113717850_-	chr2	113717753	113717850	ENSG00000115084.13_16	ENSG00000115084	16	17	FALSE	10
chr2_120285874_120286082_+	chr2	120285874	120286082	ENSG00000144118.13_6	ENSG00000144118	6	8	FALSE	11
chr2_127050802_127050912_-	chr2	127050802	127050912	ENSG00000136717.14_19	ENSG00000136717	19	21	FALSE	13
chr2_127491971_127492088_-	chr2	127491971	127492088	ENSG00000163166.14_13	ENSG00000163166	13	21	FALSE	17
chr2_127657403_127657562_-	chr2	127657403	127657562	ENSG00000072163.19_6	ENSG00000072163	6	19	FALSE	14
chr2_127713583_127714021_-	chr2	127713583	127714021	ENSG00000136709.11_19	ENSG00000136709	19	24	FALSE	15
