gene	n_exons
ENSG00000074755	57
ENSG00000074771	14
ENSG00000074800	14
ENSG00000074803	31
ENSG00000074842	6
ENSG00000074855	18
ENSG00000074935	13
ENSG00000074964	33
ENSG00000074966	15
ENSG00000075035	17
ENSG00000075043	43
ENSG00000075073	5
ENSG00000075089	15
ENSG00000075131	11
ENSG00000075142	9
ENSG00000075151	47
ENSG00000075188	13
ENSG00000075213	25
ENSG00000075218	12
ENSG00000075223	26
ENSG00000075234	18
ENSG00000075239	15
ENSG00000075240	22
ENSG00000075275	38
ENSG00000075290	6
ENSG00000075292	37
ENSG00000075303	14
ENSG00000075336	6
ENSG00000075340	28
ENSG00000075388	3
ENSG00000075391	27
ENSG00000075399	13
ENSG00000075407	9
ENSG00000075413	26
ENSG00000075415	8
ENSG00000075420	32
ENSG00000075426	7
ENSG00000075429	6
ENSG00000075461	6
ENSG00000075539	69
ENSG00000075568	42
ENSG00000075618	7
ENSG00000075624	11
ENSG00000075643	15
ENSG00000075651	38
ENSG00000075673	23
ENSG00000075702	33
ENSG00000075711	34
ENSG00000075785	6
ENSG00000075790	13
ENSG00000075826	27
ENSG00000075856	22
ENSG00000075884	24
ENSG00000075886	6
ENSG00000075891	13
ENSG00000075914	11
ENSG00000075945	23
ENSG00000075975	8
ENSG00000076003	17
ENSG00000076043	11
ENSG00000076053	5
ENSG00000076067	17
ENSG00000076108	32
ENSG00000076201	25
ENSG00000076242	23
ENSG00000076248	8
ENSG00000076258	10
ENSG00000076321	13
ENSG00000076344	18
ENSG00000076351	7
ENSG00000076356	34
ENSG00000076382	24
ENSG00000076513	16
ENSG00000076554	21
ENSG00000076555	56
ENSG00000076604	11
ENSG00000076641	9
ENSG00000076650	21
ENSG00000076662	2
ENSG00000076685	24
ENSG00000076706	23
ENSG00000076716	9
ENSG00000076770	14
ENSG00000076826	19
ENSG00000076864	33
ENSG00000076924	19
ENSG00000076928	35
ENSG00000076944	26
ENSG00000076984	14
ENSG00000077009	8
ENSG00000077044	35
ENSG00000077063	29
ENSG00000077080	14
ENSG00000077092	11
ENSG00000077097	37
ENSG00000077147	17
ENSG00000077150	24
ENSG00000077152	7
ENSG00000077157	33
ENSG00000077232	28
ENSG00000077235	41
ENSG00000077238	17
ENSG00000077254	27
ENSG00000077264	24
ENSG00000077274	13
ENSG00000077279	9
ENSG00000077312	8
ENSG00000077327	14
ENSG00000077348	7
ENSG00000077380	23
ENSG00000077420	15
ENSG00000077454	20
ENSG00000077458	13
ENSG00000077463	8
ENSG00000077498	7
ENSG00000077514	15
ENSG00000077522	24
ENSG00000077549	15
ENSG00000077585	8
ENSG00000077616	22
ENSG00000077684	19
ENSG00000077713	6
ENSG00000077721	6
ENSG00000077782	28
ENSG00000077800	10
ENSG00000077935	25
ENSG00000077942	25
ENSG00000077943	31
ENSG00000077984	4
ENSG00000078018	24
ENSG00000078043	24
ENSG00000078053	24
ENSG00000078061	16
ENSG00000078070	22
ENSG00000078081	10
ENSG00000078098	27
ENSG00000078114	36
ENSG00000078124	16
ENSG00000078140	7
ENSG00000078142	29
ENSG00000078177	19
ENSG00000078237	8
ENSG00000078246	12
ENSG00000078269	31
ENSG00000078295	30
ENSG00000078304	30
ENSG00000078319	7
ENSG00000078328	27
ENSG00000078369	15
ENSG00000078399	4
ENSG00000078401	5
ENSG00000078403	31
ENSG00000078487	18
ENSG00000078549	19
ENSG00000078579	3
ENSG00000078589	4
ENSG00000078596	7
ENSG00000078618	35
ENSG00000078668	11
ENSG00000078674	43
ENSG00000078687	26
ENSG00000078699	18
ENSG00000078725	9
ENSG00000078747	26
ENSG00000078795	19
ENSG00000078804	6
ENSG00000078808	8
ENSG00000078814	42
ENSG00000078898	16
ENSG00000078900	16
ENSG00000078902	12
ENSG00000078967	9
ENSG00000079101	15
ENSG00000079102	23
ENSG00000079112	20
ENSG00000079134	24
ENSG00000079150	6
ENSG00000079156	29
ENSG00000079215	16
ENSG00000079246	25
ENSG00000079257	7
ENSG00000079263	33
ENSG00000079277	21
ENSG00000079308	46
ENSG00000079313	20
ENSG00000079332	11
ENSG00000079335	16
ENSG00000079337	28
ENSG00000079385	15
ENSG00000079387	22
ENSG00000079393	9
ENSG00000079432	24
ENSG00000079435	15
ENSG00000079459	11
ENSG00000079462	6
ENSG00000079482	27
ENSG00000079557	15
ENSG00000079616	16
ENSG00000079689	11
ENSG00000079691	43
ENSG00000079739	15
ENSG00000079785	28
ENSG00000079805	30
ENSG00000079819	33
ENSG00000079841	40
ENSG00000079931	14
ENSG00000079950	11
ENSG00000079974	11
ENSG00000079999	10
ENSG00000080007	17
ENSG00000080031	21
ENSG00000080166	12
ENSG00000080189	11
ENSG00000080200	24
ENSG00000080224	34
ENSG00000080293	17
ENSG00000080298	22
ENSG00000080345	46
ENSG00000080371	9
ENSG00000080493	26
ENSG00000080503	64
ENSG00000080511	6
ENSG00000080546	13
ENSG00000080561	11
ENSG00000080572	8
ENSG00000080573	63
ENSG00000080603	35
ENSG00000080608	20
ENSG00000080618	11
ENSG00000080644	9
ENSG00000080709	13
ENSG00000080802	16
ENSG00000080815	19
ENSG00000080819	10
ENSG00000080822	7
ENSG00000080823	24
ENSG00000080824	13
ENSG00000080839	23
ENSG00000080845	20
ENSG00000080854	23
ENSG00000080910	5
ENSG00000080947	17
ENSG00000080986	20
ENSG00000081014	22
ENSG00000081019	9
ENSG00000081026	24
ENSG00000081041	3
ENSG00000081051	18
ENSG00000081052	48
ENSG00000081059	16
ENSG00000081087	11
ENSG00000081138	14
ENSG00000081148	19
ENSG00000081154	6
ENSG00000081177	15
ENSG00000081181	7
ENSG00000081189	38
ENSG00000081237	35
ENSG00000081248	44
ENSG00000081277	16
ENSG00000081307	14
ENSG00000081320	13
ENSG00000081377	21
ENSG00000081386	6
ENSG00000081479	80
ENSG00000081665	11
ENSG00000081692	3
ENSG00000081721	7
ENSG00000081760	22
ENSG00000081791	13
ENSG00000081800	19
ENSG00000081803	33
ENSG00000081818	1
ENSG00000081842	1
ENSG00000081853	1
ENSG00000081870	7
ENSG00000081913	22
ENSG00000081923	28
ENSG00000081985	17
ENSG00000082014	19
ENSG00000082068	20
ENSG00000082074	26
ENSG00000082126	26
ENSG00000082146	14
ENSG00000082153	17
ENSG00000082175	11
ENSG00000082196	6
ENSG00000082212	18
ENSG00000082213	11
ENSG00000082258	11
ENSG00000082269	26
ENSG00000082293	55
ENSG00000082397	40
ENSG00000082438	30
ENSG00000082458	26
ENSG00000082482	11
ENSG00000082497	6
ENSG00000082512	11
ENSG00000082515	7
ENSG00000082516	28
ENSG00000082556	6
ENSG00000082641	18
ENSG00000082684	29
ENSG00000082701	12
ENSG00000082781	23
ENSG00000082805	31
ENSG00000082898	27
ENSG00000082929	5
ENSG00000082996	14
ENSG00000083067	31
ENSG00000083093	14
ENSG00000083097	42
ENSG00000083099	10
ENSG00000083123	14
ENSG00000083168	19
ENSG00000083223	29
ENSG00000083290	32
ENSG00000083307	17
ENSG00000083312	30
ENSG00000083444	23
ENSG00000083454	14
ENSG00000083457	32
ENSG00000083520	24
ENSG00000083535	22
ENSG00000083544	17
ENSG00000083622	3
ENSG00000083635	10
ENSG00000083642	35
ENSG00000083720	21
ENSG00000083750	11
ENSG00000083782	7
ENSG00000083799	22
ENSG00000083807	13
ENSG00000083812	4
ENSG00000083814	3
ENSG00000083817	3
ENSG00000083828	8
ENSG00000083838	6
ENSG00000083844	5
ENSG00000083845	7
ENSG00000083857	32
ENSG00000083896	18
ENSG00000083937	7
ENSG00000084070	15
ENSG00000084072	18
ENSG00000084073	11
ENSG00000084090	8
ENSG00000084092	9
ENSG00000084093	9
ENSG00000084110	23
ENSG00000084112	18
ENSG00000084207	7
ENSG00000084234	22
ENSG00000084444	15
ENSG00000084453	22
ENSG00000084463	13
ENSG00000084623	11
ENSG00000084628	8
ENSG00000084636	74
ENSG00000084652	11
ENSG00000084674	29
ENSG00000084676	26
ENSG00000084693	20
ENSG00000084710	25
ENSG00000084731	10
ENSG00000084733	7
ENSG00000084734	21
ENSG00000084754	20
ENSG00000084764	10
ENSG00000084774	46
ENSG00000085063	9
ENSG00000085117	16
ENSG00000085185	17
ENSG00000085224	44
ENSG00000085231	3
ENSG00000085265	9
ENSG00000085274	9
ENSG00000085276	26
ENSG00000085365	12
ENSG00000085377	16
ENSG00000085382	29
ENSG00000085415	15
ENSG00000085433	17
ENSG00000085449	13
ENSG00000085465	10
ENSG00000085491	11
ENSG00000085511	30
ENSG00000085514	8
ENSG00000085552	18
ENSG00000085563	33
ENSG00000085644	7
ENSG00000085662	10
ENSG00000085719	20
ENSG00000085721	19
ENSG00000085733	20
ENSG00000085741	7
ENSG00000085760	16
ENSG00000085788	20
ENSG00000085831	25
ENSG00000085832	27
ENSG00000085840	17
ENSG00000085871	10
ENSG00000085872	16
ENSG00000085978	23
ENSG00000085982	38
ENSG00000085998	18
ENSG00000085999	15
ENSG00000086015	32
ENSG00000086061	10
ENSG00000086062	8
ENSG00000086065	8
ENSG00000086102	26
ENSG00000086159	9
ENSG00000086189	13
ENSG00000086200	34
ENSG00000086205	23
ENSG00000086232	20
ENSG00000086288	18
ENSG00000086289	4
ENSG00000086300	14
ENSG00000086475	11
ENSG00000086504	9
ENSG00000086506	3
ENSG00000086544	8
ENSG00000086548	8
ENSG00000086570	21
ENSG00000086589	11
ENSG00000086598	4
ENSG00000086619	17
ENSG00000086666	15
ENSG00000086696	6
ENSG00000086712	10
ENSG00000086717	21
ENSG00000086730	16
ENSG00000086758	87
ENSG00000086827	16
ENSG00000086848	24
ENSG00000086967	28
ENSG00000086991	23
ENSG00000087008	21
ENSG00000087053	23
ENSG00000087074	2
ENSG00000087076	9
ENSG00000087077	10
ENSG00000087085	8
ENSG00000087086	4
ENSG00000087087	23
ENSG00000087088	6
ENSG00000087095	14
ENSG00000087111	11
ENSG00000087116	23
ENSG00000087128	10
ENSG00000087152	16
ENSG00000087157	14
ENSG00000087191	10
ENSG00000087206	22
ENSG00000087237	17
ENSG00000087245	18
ENSG00000087250	4
ENSG00000087253	16
ENSG00000087258	16
ENSG00000087263	13
ENSG00000087266	26
ENSG00000087269	17
ENSG00000087274	23
ENSG00000087299	14
ENSG00000087301	22
ENSG00000087302	12
ENSG00000087303	18
ENSG00000087338	15
ENSG00000087365	25
ENSG00000087448	7
ENSG00000087460	26
ENSG00000087470	25
ENSG00000087494	6
ENSG00000087495	19
ENSG00000087502	17
ENSG00000087510	8
ENSG00000087586	11
ENSG00000087589	8
ENSG00000087842	12
ENSG00000087884	11
ENSG00000087903	31
ENSG00000087995	9
ENSG00000088002	8
ENSG00000088035	15
ENSG00000088038	19
ENSG00000088053	9
ENSG00000088179	30
ENSG00000088205	16
ENSG00000088247	21
ENSG00000088256	11
ENSG00000088280	27
ENSG00000088298	11
ENSG00000088305	24
ENSG00000088320	6
ENSG00000088325	19
ENSG00000088340	45
ENSG00000088356	5
ENSG00000088367	36
ENSG00000088386	23
ENSG00000088387	62
ENSG00000088448	14
ENSG00000088451	12
ENSG00000088538	53
ENSG00000088543	8
ENSG00000088682	10
ENSG00000088726	14
ENSG00000088727	22
ENSG00000088756	28
ENSG00000088766	11
ENSG00000088782	2
ENSG00000088808	26
ENSG00000088812	30
ENSG00000088826	12
ENSG00000088827	18
ENSG00000088832	6
ENSG00000088833	11
ENSG00000088836	20
ENSG00000088854	37
ENSG00000088876	10
ENSG00000088881	17
ENSG00000088882	14
ENSG00000088888	7
ENSG00000088899	4
ENSG00000088926	15
ENSG00000088930	29
ENSG00000088970	17
ENSG00000088986	7
ENSG00000088992	11
ENSG00000089006	17
ENSG00000089009	9
ENSG00000089012	9
ENSG00000089022	17
ENSG00000089041	13
ENSG00000089048	14
ENSG00000089050	5
ENSG00000089053	22
ENSG00000089057	18
ENSG00000089060	21
ENSG00000089063	9
ENSG00000089091	25
ENSG00000089094	29
ENSG00000089101	40
ENSG00000089116	6
ENSG00000089123	17
ENSG00000089127	9
ENSG00000089154	58
ENSG00000089157	8
ENSG00000089159	22
ENSG00000089163	4
ENSG00000089169	38
ENSG00000089177	28
ENSG00000089195	9
ENSG00000089199	6
ENSG00000089220	5
ENSG00000089225	10
ENSG00000089234	12
ENSG00000089248	3
ENSG00000089250	32
ENSG00000089280	15
ENSG00000089289	5
ENSG00000089327	9
ENSG00000089335	6
ENSG00000089351	26
ENSG00000089356	12
ENSG00000089472	23
ENSG00000089486	10
ENSG00000089505	6
ENSG00000089558	17
ENSG00000089597	26
ENSG00000089639	22
ENSG00000089682	10
ENSG00000089685	6
ENSG00000089692	8
ENSG00000089693	12
ENSG00000089723	6
ENSG00000089737	11
ENSG00000089775	10
ENSG00000089818	10
ENSG00000089820	27
ENSG00000089847	25
ENSG00000089876	11
ENSG00000089902	12
ENSG00000089916	17
ENSG00000090006	38
ENSG00000090013	5
ENSG00000090020	14
ENSG00000090054	18
ENSG00000090060	23
ENSG00000090061	7
ENSG00000090097	17
ENSG00000090104	5
ENSG00000090238	4
ENSG00000090263	7
ENSG00000090266	11
ENSG00000090273	11
ENSG00000090316	15
ENSG00000090339	8
ENSG00000090372	25
ENSG00000090376	16
ENSG00000090382	6
ENSG00000090402	48
ENSG00000090432	4
ENSG00000090447	9
ENSG00000090470	5
ENSG00000090487	15
ENSG00000090512	7
ENSG00000090520	11
ENSG00000090530	18
ENSG00000090534	6
ENSG00000090539	24
ENSG00000090554	10
ENSG00000090565	17
ENSG00000090581	12
ENSG00000090612	8
ENSG00000090615	26
ENSG00000090621	18
ENSG00000090659	6
ENSG00000090661	19
ENSG00000090674	14
ENSG00000090686	30
ENSG00000090776	5
ENSG00000090857	27
ENSG00000090861	22
ENSG00000090863	28
ENSG00000090889	31
ENSG00000090905	30
ENSG00000090924	20
ENSG00000090932	8
ENSG00000090971	2
ENSG00000090975	31
ENSG00000090989	19
ENSG00000091009	21
ENSG00000091010	2
ENSG00000091039	29
ENSG00000091073	18
ENSG00000091106	10
ENSG00000091127	18
ENSG00000091128	37
ENSG00000091129	40
ENSG00000091136	35
ENSG00000091137	24
ENSG00000091138	21
ENSG00000091140	18
ENSG00000091157	34
ENSG00000091164	14
ENSG00000091181	16
ENSG00000091262	33
ENSG00000091317	5
ENSG00000091409	28
ENSG00000091428	37
ENSG00000091436	23
ENSG00000091482	6
ENSG00000091483	11
ENSG00000091490	29
ENSG00000091513	18
ENSG00000091527	6
ENSG00000091536	68
ENSG00000091542	6
ENSG00000091583	10
ENSG00000091592	22
ENSG00000091622	22
ENSG00000091640	8
ENSG00000091651	8
ENSG00000091656	17
ENSG00000091664	12
ENSG00000091704	11
ENSG00000091732	16
ENSG00000091831	18
ENSG00000091844	5
ENSG00000091879	10
ENSG00000091947	8
ENSG00000091972	7
ENSG00000091986	10
ENSG00000092009	4
ENSG00000092010	10
ENSG00000092020	15
ENSG00000092036	11
ENSG00000092051	8
ENSG00000092054	40
ENSG00000092067	2
ENSG00000092068	14
ENSG00000092094	13
ENSG00000092096	10
ENSG00000092098	22
ENSG00000092108	31
ENSG00000092140	23
ENSG00000092148	46
ENSG00000092199	13
ENSG00000092200	25
ENSG00000092201	28
ENSG00000092203	13
ENSG00000092208	12
ENSG00000092295	16
ENSG00000092330	6
ENSG00000092345	14
ENSG00000092377	19
ENSG00000092421	28
ENSG00000092439	43
ENSG00000092445	21
ENSG00000092470	14
ENSG00000092529	27
ENSG00000092531	15
ENSG00000092607	10
ENSG00000092621	17
ENSG00000092758	35
ENSG00000092820	16
ENSG00000092841	11
ENSG00000092847	21
ENSG00000092850	10
ENSG00000092853	27
ENSG00000092871	13
ENSG00000092929	34
ENSG00000092931	18
ENSG00000092964	20
ENSG00000092969	9
ENSG00000092978	13
ENSG00000093000	14
ENSG00000093009	21
ENSG00000093010	11
ENSG00000093072	13
ENSG00000093134	7
ENSG00000093144	15
ENSG00000093167	36
ENSG00000093183	18
ENSG00000093217	21
ENSG00000094631	31
ENSG00000094661	1
ENSG00000094755	16
ENSG00000094796	7
ENSG00000094804	12
ENSG00000094841	11
ENSG00000094880	16
ENSG00000094914	19
ENSG00000094916	9
ENSG00000094963	10
ENSG00000094975	25
ENSG00000095002	19
ENSG00000095015	20
ENSG00000095059	12
ENSG00000095066	29
ENSG00000095110	12
ENSG00000095139	11
ENSG00000095203	27
ENSG00000095209	9
ENSG00000095261	11
ENSG00000095303	14
ENSG00000095319	45
ENSG00000095321	18
ENSG00000095370	17
ENSG00000095380	7
ENSG00000095383	13
ENSG00000095397	14
ENSG00000095464	22
ENSG00000095485	15
ENSG00000095539	15
ENSG00000095564	39
ENSG00000095574	6
ENSG00000095585	16
ENSG00000095587	22
ENSG00000095596	8
ENSG00000095627	27
ENSG00000095637	40
ENSG00000095713	17
ENSG00000095739	3
ENSG00000095752	5
ENSG00000095777	36
ENSG00000095787	19
ENSG00000095794	20
ENSG00000095906	9
ENSG00000095917	6
ENSG00000095932	4
ENSG00000095951	14
ENSG00000095970	5
ENSG00000095981	7
ENSG00000096006	8
ENSG00000096060	13
ENSG00000096063	19
ENSG00000096070	14
ENSG00000096080	4
ENSG00000096088	12
ENSG00000096092	5
ENSG00000096093	28
ENSG00000096264	6
ENSG00000096384	14
ENSG00000096395	5
ENSG00000096401	16
ENSG00000096433	59
ENSG00000096654	7
ENSG00000096696	24
ENSG00000096717	11
ENSG00000096746	6
ENSG00000096872	23
ENSG00000096968	27
ENSG00000096996	21
ENSG00000097007	12
ENSG00000097021	14
ENSG00000097033	11
ENSG00000097046	13
ENSG00000097096	7
ENSG00000099139	39
ENSG00000099194	6
ENSG00000099203	5
ENSG00000099204	30
ENSG00000099219	18
ENSG00000099246	11
ENSG00000099250	23
ENSG00000099251	9
ENSG00000099256	10
ENSG00000099260	8
ENSG00000099282	9
ENSG00000099284	9
ENSG00000099290	32
ENSG00000099308	31
ENSG00000099326	6
ENSG00000099330	6
ENSG00000099331	41
ENSG00000099337	4
ENSG00000099338	31
ENSG00000099341	9
ENSG00000099364	12
ENSG00000099365	10
ENSG00000099377	1
ENSG00000099381	20
ENSG00000099385	9
ENSG00000099399	2
ENSG00000099617	4
ENSG00000099622	8
ENSG00000099624	4
ENSG00000099625	9
ENSG00000099715	11
ENSG00000099721	7
ENSG00000099725	11
ENSG00000099769	3
ENSG00000099783	16
ENSG00000099785	7
ENSG00000099795	3
ENSG00000099797	17
ENSG00000099800	4
ENSG00000099804	6
ENSG00000099810	12
ENSG00000099812	6
ENSG00000099814	19
ENSG00000099817	10
ENSG00000099821	21
ENSG00000099822	8
ENSG00000099834	16
ENSG00000099840	8
ENSG00000099849	6
ENSG00000099860	3
ENSG00000099864	13
ENSG00000099866	12
ENSG00000099869	4
ENSG00000099875	13
ENSG00000099889	23
ENSG00000099899	12
ENSG00000099901	9
ENSG00000099904	12
ENSG00000099910	13
ENSG00000099917	26
ENSG00000099937	5
ENSG00000099940	8
ENSG00000099942	3
ENSG00000099949	23
ENSG00000099953	11
ENSG00000099954	24
ENSG00000099956	9
ENSG00000099957	12
ENSG00000099958	6
ENSG00000099960	7
ENSG00000099968	11
ENSG00000099974	4
ENSG00000099977	6
ENSG00000099984	5
ENSG00000099985	4
ENSG00000099991	43
ENSG00000099992	14
ENSG00000099994	15
ENSG00000099995	15
ENSG00000099998	13
ENSG00000099999	19
ENSG00000100003	15
ENSG00000100012	15
ENSG00000100014	18
ENSG00000100023	24
ENSG00000100024	13
ENSG00000100027	6
ENSG00000100028	7
ENSG00000100029	20
ENSG00000100030	9
ENSG00000100031	19
ENSG00000100033	13
ENSG00000100034	10
ENSG00000100036	5
ENSG00000100038	1
ENSG00000100053	6
ENSG00000100055	17
ENSG00000100056	11
ENSG00000100058	10
ENSG00000100060	11
ENSG00000100065	25
ENSG00000100068	7
ENSG00000100075	8
ENSG00000100077	23
ENSG00000100078	7
ENSG00000100079	6
ENSG00000100083	23
ENSG00000100084	5
ENSG00000100092	19
ENSG00000100095	18
ENSG00000100097	7
ENSG00000100099	15
ENSG00000100100	6
ENSG00000100104	8
ENSG00000100105	6
ENSG00000100106	29
ENSG00000100109	16
ENSG00000100116	10
ENSG00000100121	7
ENSG00000100122	6
ENSG00000100124	11
ENSG00000100129	11
ENSG00000100138	7
ENSG00000100139	19
ENSG00000100142	3
ENSG00000100147	7
ENSG00000100150	46
ENSG00000100151	15
ENSG00000100154	22
ENSG00000100156	6
ENSG00000100162	7
ENSG00000100167	11
ENSG00000100170	16
ENSG00000100181	11
ENSG00000100191	15
ENSG00000100196	6
ENSG00000100197	10
ENSG00000100201	18
ENSG00000100206	16
ENSG00000100207	6
ENSG00000100209	7
ENSG00000100211	5
ENSG00000100216	4
ENSG00000100218	10
ENSG00000100219	6
ENSG00000100220	13
ENSG00000100221	7
ENSG00000100225	12
ENSG00000100226	17
ENSG00000100227	11
ENSG00000100228	11
ENSG00000100234	5
ENSG00000100239	26
ENSG00000100241	41
ENSG00000100242	22
ENSG00000100243	11
ENSG00000100246	5
ENSG00000100249	3
ENSG00000100253	10
ENSG00000100258	15
ENSG00000100263	8
ENSG00000100266	19
ENSG00000100271	11
ENSG00000100276	4
ENSG00000100280	24
ENSG00000100281	13
ENSG00000100284	19
ENSG00000100285	5
ENSG00000100288	13
ENSG00000100290	5
ENSG00000100292	6
ENSG00000100294	4
ENSG00000100296	24
ENSG00000100297	23
ENSG00000100298	6
ENSG00000100299	10
ENSG00000100300	5
ENSG00000100302	3
ENSG00000100304	16
ENSG00000100307	7
ENSG00000100311	10
ENSG00000100312	5
ENSG00000100314	6
ENSG00000100316	11
ENSG00000100319	5
ENSG00000100320	20
ENSG00000100321	8
ENSG00000100324	13
ENSG00000100325	29
ENSG00000100330	6
ENSG00000100335	15
ENSG00000100336	7
ENSG00000100341	9
ENSG00000100342	8
ENSG00000100344	11
ENSG00000100345	45
ENSG00000100346	38
ENSG00000100347	18
ENSG00000100348	6
ENSG00000100350	9
ENSG00000100351	9
ENSG00000100353	16
ENSG00000100354	29
ENSG00000100359	21
ENSG00000100360	10
ENSG00000100362	8
ENSG00000100364	18
ENSG00000100365	10
ENSG00000100368	15
ENSG00000100372	14
ENSG00000100373	6
ENSG00000100376	18
ENSG00000100379	10
ENSG00000100380	14
ENSG00000100385	12
ENSG00000100387	5
ENSG00000100393	33
ENSG00000100395	17
ENSG00000100399	7
ENSG00000100401	18
ENSG00000100403	23
ENSG00000100410	5
ENSG00000100412	16
ENSG00000100413	12
ENSG00000100416	16
ENSG00000100417	10
ENSG00000100418	7
ENSG00000100422	15
ENSG00000100425	16
ENSG00000100426	2
ENSG00000100427	15
ENSG00000100429	5
ENSG00000100433	10
ENSG00000100439	8
ENSG00000100441	10
ENSG00000100442	8
ENSG00000100445	4
ENSG00000100448	5
ENSG00000100450	5
ENSG00000100453	7
ENSG00000100461	19
ENSG00000100462	14
ENSG00000100473	10
ENSG00000100478	11
ENSG00000100479	21
ENSG00000100483	6
ENSG00000100485	25
ENSG00000100490	26
ENSG00000100503	37
ENSG00000100504	20
ENSG00000100505	14
ENSG00000100519	16
ENSG00000100522	11
ENSG00000100523	19
ENSG00000100526	12
ENSG00000100528	7
ENSG00000100532	8
ENSG00000100554	15
ENSG00000100557	8
ENSG00000100558	10
ENSG00000100564	7
ENSG00000100565	15
ENSG00000100567	12
ENSG00000100568	8
ENSG00000100575	8
ENSG00000100577	11
ENSG00000100578	40
ENSG00000100580	6
ENSG00000100583	4
ENSG00000100591	11
ENSG00000100592	28
ENSG00000100593	7
ENSG00000100596	14
ENSG00000100599	14
ENSG00000100600	18
ENSG00000100601	7
ENSG00000100603	12
ENSG00000100604	9
ENSG00000100605	15
ENSG00000100612	8
ENSG00000100614	13
ENSG00000100625	6
ENSG00000100626	20
ENSG00000100628	15
ENSG00000100629	32
ENSG00000100632	4
ENSG00000100644	18
ENSG00000100647	7
ENSG00000100650	9
ENSG00000100652	5
ENSG00000100664	13
ENSG00000100665	6
ENSG00000100678	11
ENSG00000100697	32
ENSG00000100711	8
ENSG00000100714	30
ENSG00000100721	4
ENSG00000100722	35
ENSG00000100726	22
ENSG00000100731	43
ENSG00000100739	5
ENSG00000100744	5
ENSG00000100749	17
ENSG00000100764	7
ENSG00000100767	29
ENSG00000100784	20
ENSG00000100796	17
ENSG00000100802	13
ENSG00000100804	5
ENSG00000100811	8
ENSG00000100813	21
ENSG00000100814	15
ENSG00000100815	22
ENSG00000100823	5
ENSG00000100836	5
ENSG00000100842	8
ENSG00000100852	9
ENSG00000100865	11
ENSG00000100867	10
ENSG00000100883	19
ENSG00000100884	16
ENSG00000100888	40
ENSG00000100889	13
ENSG00000100890	10
ENSG00000100897	15
ENSG00000100902	10
ENSG00000100906	6
ENSG00000100908	5
ENSG00000100911	13
